fid,objectid,cod_rip,cod_reg,cod_prov,pro_com,pro_com_t
714,21668,5,20,92,92009,"092009"
715,26625,4,15,63,63049,"063049"
716,22500,2,5,28,28060,"028060"
717,19717,4,18,101,101017,"101017"
718,23344,1,3,18,18110,"018110"
719,19019,4,16,74,74007,"074007"
720,23531,2,8,37,37057,"037057"
721,23017,4,13,66,66049,"066049"
722,20073,3,12,57,57019,"057019"
723,31825,2,5,29,29018,"029018"
724,24348,1,3,19,19022,"019022"
725,31716,4,16,71,71021,"071021"
726,31422,1,3,15,15077,"015077"
727,21072,2,5,26,26035,"026035"
728,18057,4,16,73,73026,"073026"
729,20649,4,16,75,75053,"075053"
730,23238,4,15,63,63049,"063049"
731,26964,3,11,43,43015,"043015"
732,19724,4,16,75,75042,"075042"
733,21081,1,1,96,96038,"096038"
734,17896,2,5,27,27004,"027004"
735,14892,2,8,37,37033,"037033"
736,17445,1,3,16,16183,"016183"
737,30921,1,3,12,12047,"012047"
738,25366,1,1,1,1284,"001284"
739,24582,1,1,1,1178,"001178"
740,19551,3,9,52,52011,"052011"
741,20223,1,3,15,15146,"015146"
742,22459,3,12,56,56025,"056025"
743,27043,2,8,99,99013,"099013"
744,18255,1,3,20,20039,"020039"
745,17219,1,1,1,1272,"001272"
746,26857,1,3,19,19111,"019111"
747,18725,5,19,84,84001,"084001"
748,26510,4,15,63,63049,"063049"
749,31579,4,15,63,63023,"063023"
750,21128,3,12,58,58012,"058012"
751,15319,2,5,24,24003,"024003"
752,20037,3,11,109,109017,"109017"
753,26534,4,15,63,63049,"063049"
754,31477,3,12,57,57035,"057035"
755,28000,1,7,10,10025,"010025"
756,23308,1,3,17,17142,"017142"
757,23220,4,15,63,63049,"063049"
758,14468,1,2,7,7027,"007027"
759,21606,1,1,6,6153,"006153"
760,16879,3,10,54,54003,"054003"
761,22976,1,2,7,7039,"007039"
762,20729,1,1,5,5059,"005059"
763,19723,1,3,17,17029,"017029"
764,22376,1,3,15,15015,"015015"
765,20755,3,10,54,54037,"054037"
766,18291,1,3,15,15105,"015105"
767,19331,2,5,27,27042,"027042"
768,19448,3,11,41,41065,"041065"
769,16517,1,7,9,9052,"009052"
770,18982,4,15,63,63049,"063049"
771,24926,2,5,26,26021,"026021"
772,18965,4,15,63,63049,"063049"
773,21415,2,5,24,24052,"024052"
774,20952,5,19,84,84001,"084001"
775,27301,3,11,43,43047,"043047"
776,23137,2,5,24,24122,"024122"
777,24714,1,7,10,10025,"010025"
778,20033,3,11,42,42044,"042044"
779,19651,1,3,12,12119,"012119"
780,14719,1,3,15,15139,"015139"
781,25080,4,15,64,64097,"064097"
782,20049,1,3,98,98055,"098055"
783,16925,5,19,83,83005,"083005"
784,16478,2,8,36,36045,"036045"
785,24987,1,1,6,6121,"006121"
786,27052,2,5,28,28013,"028013"
787,27380,1,1,6,6057,"006057"
788,27727,1,3,17,17195,"017195"
789,16300,2,5,23,23026,"023026"
790,19554,2,5,26,26086,"026086"
791,18854,3,9,47,47014,"047014"
792,17151,2,8,33,33026,"033026"
793,18184,1,3,12,12119,"012119"
794,31353,3,12,58,58091,"058091"
795,26492,4,15,63,63049,"063049"
796,24153,1,1,1,1042,"001042"
797,22613,3,9,49,49010,"049010"
798,25182,4,13,69,69046,"069046"
799,15748,1,7,10,10025,"010025"
800,16549,4,13,67,67037,"067037"
801,18400,1,1,4,4215,"004215"
802,21378,1,3,18,18171,"018171"
803,16107,2,5,23,23060,"023060"
804,24701,2,5,26,26073,"026073"
805,19798,2,5,26,26026,"026026"
806,26413,4,13,68,68020,"068020"
807,22889,1,3,12,12122,"012122"
808,22304,2,8,37,37006,"037006"
809,25417,2,6,30,30090,"030090"
810,14485,1,1,1,1044,"001044"
811,20333,2,5,26,26072,"026072"
812,21175,2,5,26,26079,"026079"
813,22675,3,9,53,53011,"053011"
814,14558,1,3,13,13075,"013075"
815,25676,3,12,60,60076,"060076"
816,18346,2,8,37,37053,"037053"
817,16176,3,12,59,59007,"059007"
818,18364,1,3,17,17148,"017148"
819,25287,2,8,37,37001,"037001"
820,24523,2,5,25,25040,"025040"
821,18061,4,15,64,64038,"064038"
822,21667,2,5,24,24104,"024104"
823,31533,2,8,38,38008,"038008"
824,20924,2,8,33,33032,"033032"
825,22144,4,15,63,63049,"063049"
826,24285,2,5,29,29019,"029019"
827,27856,4,13,69,69022,"069022"
828,31638,1,3,98,98054,"098054"
829,19945,1,3,15,15146,"015146"
830,15659,2,5,26,26012,"026012"
831,16144,1,1,1,1130,"001130"
832,22204,4,18,78,78045,"078045"
833,22069,4,15,63,63049,"063049"
834,17482,1,3,17,17146,"017146"
835,20994,1,3,18,18113,"018113"
836,18461,4,13,68,68033,"068033"
837,25146,1,3,18,18032,"018032"
838,21247,4,13,68,68038,"068038"
839,20703,2,5,23,23058,"023058"
840,27988,1,7,10,10025,"010025"
841,18085,3,10,55,55029,"055029"
842,23301,4,15,63,63049,"063049"
843,19839,5,19,82,82007,"082007"
844,19147,2,5,26,26072,"026072"
845,18974,4,15,63,63049,"063049"
846,24848,4,15,63,63049,"063049"
847,21582,2,8,99,99013,"099013"
848,17351,1,1,1,1272,"001272"
849,25115,1,1,6,6132,"006132"
850,21724,2,5,23,23068,"023068"
851,23709,2,5,29,29023,"029023"
852,26588,4,15,63,63049,"063049"
853,20438,3,12,56,56018,"056018"
854,18343,3,12,58,58105,"058105"
855,22147,4,15,63,63049,"063049"
856,16885,2,5,26,26086,"026086"
857,21211,1,1,96,96075,"096075"
858,25302,4,16,73,73002,"073002"
859,24438,2,5,26,26089,"026089"
860,19093,1,3,15,15146,"015146"
861,21176,2,5,26,26079,"026079"
862,21065,2,5,26,26025,"026025"
863,17142,1,3,13,13095,"013095"
864,21701,2,8,34,34049,"034049"
865,18710,3,9,50,50020,"050020"
866,20231,2,5,27,27033,"027033"
867,19545,1,3,19,19076,"019076"
868,17272,3,10,55,55018,"055018"
869,26598,4,15,63,63049,"063049"
870,25572,3,10,55,55024,"055024"
871,24460,1,3,16,16232,"016232"
872,27927,3,9,48,48050,"048050"
873,21479,1,3,97,97060,"097060"
874,22192,1,3,15,15146,"015146"
875,18175,4,13,69,69099,"069099"
876,22782,2,5,23,23020,"023020"
877,23354,4,15,63,63049,"063049"
878,16964,1,3,18,18090,"018090"
879,24264,2,5,28,28102,"028102"
880,22149,4,15,63,63049,"063049"
881,30670,2,8,33,33021,"033021"
882,25096,3,12,58,58088,"058088"
883,17877,2,5,27,27004,"027004"
884,21139,2,6,93,93020,"093020"
885,18557,4,16,75,75035,"075035"
886,18694,1,3,108,108027,"108027"
887,17309,1,3,18,18110,"018110"
888,22208,5,19,88,88009,"088009"
889,20177,3,9,52,52004,"052004"
890,25921,3,9,51,51005,"051005"
891,17907,1,7,10,10053,"010053"
892,24810,4,15,63,63049,"063049"
893,324,3,10,54,54039,"054039"
894,299,2,8,35,35033,"035033"
895,20871,3,9,45,45014,"045014"
896,24465,4,15,63,63049,"063049"
897,20495,3,11,43,43033,"043033"
898,17401,4,18,78,78150,"078150"
899,16111,2,5,23,23060,"023060"
900,17457,1,3,16,16224,"016224"
901,26063,4,13,68,68028,"068028"
902,26184,5,20,111,111062,"111062"
903,22044,4,15,63,63049,"063049"
904,21332,2,5,25,25047,"025047"
905,17821,2,8,39,39014,"039014"
906,30642,4,16,71,71021,"071021"
907,16874,3,9,51,51010,"051010"
908,26477,4,15,63,63049,"063049"
909,17366,1,3,19,19034,"019034"
910,26207,1,3,18,18184,"018184"
911,25358,4,13,67,67041,"067041"
912,30906,1,3,12,12047,"012047"
913,23162,2,6,30,30120,"030120"
914,26465,4,15,63,63049,"063049"
915,20770,1,1,1,1228,"001228"
916,27414,1,1,1,1010,"001010"
917,25731,4,16,75,75081,"075081"
918,21945,4,13,69,69046,"069046"
919,18566,5,20,91,91028,"091028"
920,24076,2,8,33,33032,"033032"
921,26022,1,1,4,4101,"004101"
922,25693,1,3,19,19056,"019056"
923,22751,1,3,16,16130,"016130"
924,24569,1,1,1,1008,"001008"
925,18810,5,19,83,83018,"083018"
926,14551,1,3,13,13075,"013075"
927,23178,4,15,63,63049,"063049"
928,24325,1,1,5,5097,"005097"
929,21811,1,3,13,13089,"013089"
930,17588,2,8,99,99014,"099014"
931,25471,2,5,28,28076,"028076"
932,24868,4,15,63,63049,"063049"
933,27513,1,7,8,8031,"008031"
934,31390,2,8,33,33021,"033021"
935,19770,3,12,60,60002,"060002"
936,25116,2,8,33,33006,"033006"
937,25142,1,3,15,15146,"015146"
938,20050,1,3,98,98055,"098055"
939,25368,1,1,1,1284,"001284"
940,19064,1,2,7,7055,"007055"
941,25266,3,12,58,58091,"058091"
942,16128,1,1,1,1309,"001309"
943,26272,2,5,28,28060,"028060"
944,16148,1,3,15,15146,"015146"
945,24454,4,16,75,75052,"075052"
946,21787,2,8,35,35009,"035009"
947,25854,3,9,46,46021,"046021"
948,16445,3,9,53,53024,"053024"
949,15831,1,7,10,10025,"010025"
950,20427,2,6,93,93045,"093045"
951,31120,4,15,64,64050,"064050"
952,23066,1,1,6,6003,"006003"
953,25301,3,12,56,56014,"056014"
954,21723,2,8,99,99014,"099014"
955,20955,1,3,16,16089,"016089"
956,22992,1,2,7,7039,"007039"
957,24439,4,15,64,64006,"064006"
958,18128,4,15,63,63049,"063049"
959,311,1,2,7,7003,"007003"
960,292,1,2,7,7055,"007055"
961,269,1,2,7,7049,"007049"
962,308,1,2,7,7020,"007020"
963,259,1,2,7,7073,"007073"
964,270,1,2,7,7035,"007035"
965,282,1,2,7,7021,"007021"
966,378,1,2,7,7021,"007021"
967,21335,3,11,109,109024,"109024"
968,19516,1,3,16,16219,"016219"
969,23795,1,1,1,1315,"001315"
970,17340,1,1,1,1066,"001066"
971,26331,1,3,16,16002,"016002"
972,18278,2,6,93,93022,"093022"
973,31487,1,7,10,10049,"010049"
974,27766,2,8,38,38025,"038025"
975,20597,1,1,96,96033,"096033"
976,17929,1,3,19,19013,"019013"
977,31659,3,12,58,58040,"058040"
978,24242,2,5,26,26012,"026012"
979,26360,1,1,1,1231,"001231"
980,25066,5,19,85,85004,"085004"
981,16950,1,1,1,1299,"001299"
982,19429,1,2,7,7061,"007061"
983,19640,1,3,13,13216,"013216"
984,26247,3,11,42,42018,"042018"
985,23755,1,3,16,16063,"016063"
986,27840,2,8,99,99014,"099014"
987,26025,2,6,93,93025,"093025"
988,22752,1,3,18,18047,"018047"
989,21529,1,3,17,17025,"017025"
990,18895,4,15,63,63049,"063049"
991,20473,2,8,99,99014,"099014"
992,24901,4,15,63,63049,"063049"
993,20666,1,1,1,1115,"001115"
994,27126,2,5,26,26056,"026056"
995,17327,3,12,56,56016,"056016"
996,23640,4,15,63,63049,"063049"
997,21266,1,1,96,96016,"096016"
998,17657,1,1,2,2158,"002158"
999,24500,3,9,47,47021,"047021"
1000,18051,1,1,6,6031,"006031"
1001,18212,2,5,29,29036,"029036"
1002,22251,5,19,88,88009,"088009"
1003,17854,2,5,27,27021,"027021"
1004,24525,2,8,36,36037,"036037"
1005,18410,2,5,26,26089,"026089"
1006,24289,5,19,84,84001,"084001"
1007,16530,5,19,85,85015,"085015"
1008,16328,2,8,40,40015,"040015"
1009,20515,2,5,25,25054,"025054"
1010,16034,2,5,24,24111,"024111"
1011,27635,3,9,48,48017,"048017"
1012,17139,1,1,1,1272,"001272"
1013,286,3,12,58,58091,"058091"
1014,285,3,12,58,58091,"058091"
1015,321,3,12,58,58091,"058091"
1016,320,3,12,58,58091,"058091"
1017,265,3,12,58,58091,"058091"
1018,266,3,12,58,58091,"058091"
1019,495,3,12,58,58091,"058091"
1020,275,2,8,40,40007,"040007"
1021,291,2,8,39,39014,"039014"
1022,290,2,8,39,39014,"039014"
1023,252,2,8,39,39014,"039014"
1024,251,2,8,39,39014,"039014"
1025,258,3,9,48,48043,"048043"
1026,257,3,9,48,48043,"048043"
1027,253,1,2,7,7070,"007070"
1028,256,1,2,7,7021,"007021"
1029,19718,3,11,109,109031,"109031"
1030,30639,3,11,42,42032,"042032"
1031,17571,4,16,75,75030,"075030"
1032,26587,4,15,63,63049,"063049"
1033,24250,4,13,68,68028,"068028"
1034,20823,1,2,7,7046,"007046"
1035,19032,2,5,26,26082,"026082"
1036,22025,5,19,83,83007,"083007"
1037,19915,1,3,97,97059,"097059"
1038,22712,5,19,82,82053,"082053"
1039,20519,2,5,25,25073,"025073"
1040,20293,1,2,7,7045,"007045"
1041,18313,4,16,75,75050,"075050"
1042,16752,2,8,40,40007,"040007"
1043,19412,2,8,99,99014,"099014"
1044,23380,3,12,58,58088,"058088"
1045,23161,2,6,30,30120,"030120"
1046,19176,1,3,15,15081,"015081"
1047,27656,1,3,13,13169,"013169"
1048,25730,2,5,29,29037,"029037"
1049,26556,4,15,63,63049,"063049"
1050,24793,4,15,63,63049,"063049"
1051,23940,2,6,93,93033,"093033"
1052,20698,2,6,93,93034,"093034"
1053,18452,1,2,7,7068,"007068"
1054,18353,2,5,23,23075,"023075"
1055,21602,1,3,17,17117,"017117"
1056,16858,4,15,63,63049,"063049"
1057,24491,5,19,84,84014,"084014"
1058,22088,4,15,63,63049,"063049"
1059,31372,4,15,64,64114,"064114"
1060,25262,2,8,37,37001,"037001"
1061,18305,1,1,5,5034,"005034"
1062,18950,4,15,63,63049,"063049"
1063,23436,4,15,63,63049,"063049"
1064,31403,3,12,58,58091,"058091"
1065,23200,4,15,63,63049,"063049"
1066,17269,1,3,15,15213,"015213"
1067,20545,2,5,27,27036,"027036"
1068,23727,4,15,63,63049,"063049"
1069,16700,2,5,26,26026,"026026"
1070,19982,3,12,59,59001,"059001"
1071,19326,4,13,68,68028,"068028"
1072,19082,1,2,7,7028,"007028"
1073,14848,3,9,50,50004,"050004"
1074,25821,1,3,98,98025,"098025"
1075,18754,1,1,2,2131,"002131"
1076,18949,4,15,63,63049,"063049"
1077,24077,2,8,33,33032,"033032"
1078,27128,2,6,30,30188,"030188"
1079,9764,3,9,50,50027,"050027"
1080,9763,3,9,50,50027,"050027"
1081,3489,3,10,55,55023,"055023"
1082,3490,3,10,55,55023,"055023"
1083,6115,4,16,72,72029,"072029"
1084,6116,4,16,72,72029,"072029"
1085,3772,3,10,54,54039,"054039"
1086,3773,3,10,54,54039,"054039"
1087,2981,3,10,54,54039,"054039"
1088,2982,3,10,54,54039,"054039"
1089,5894,1,7,10,10025,"010025"
1090,5896,1,7,10,10025,"010025"
1091,739,1,1,1,1090,"001090"
1092,740,1,1,1,1090,"001090"
1093,10187,1,1,1,1090,"001090"
1094,10186,1,1,1,1090,"001090"
1095,7207,3,12,58,58091,"058091"
1096,7211,3,12,58,58091,"058091"
1097,6805,4,16,75,75035,"075035"
1098,6801,4,16,75,75035,"075035"
1099,255,3,10,54,54001,"054001"
1100,254,3,10,54,54001,"054001"
1101,380,3,10,54,54039,"054039"
1102,379,3,10,54,54039,"054039"
1103,394,1,2,7,7003,"007003"
1104,393,1,2,7,7003,"007003"
1105,303,3,10,55,55032,"055032"
1106,302,3,10,55,55032,"055032"
1107,279,3,10,55,55032,"055032"
1108,278,3,10,55,55032,"055032"
1109,300,3,10,55,55032,"055032"
1110,301,3,10,55,55032,"055032"
1111,305,3,9,50,50029,"050029"
1112,304,3,9,50,50029,"050029"
1113,21752,1,3,18,18053,"018053"
1114,17022,1,1,1,1040,"001040"
1115,22767,3,9,50,50016,"050016"
1116,16431,2,5,28,28013,"028013"
1117,24699,2,5,29,29010,"029010"
1118,22750,1,3,16,16130,"016130"
1119,24549,1,1,2,2049,"002049"
1120,24589,1,1,4,4187,"004187"
1121,15317,2,5,24,24003,"024003"
1122,31882,1,3,12,12047,"012047"
1123,20758,2,8,33,33018,"033018"
1124,15156,2,8,37,37046,"037046"
1125,16614,1,3,19,19084,"019084"
1126,16441,1,3,98,98058,"098058"
1127,18186,1,3,12,12119,"012119"
1128,20379,2,8,35,35021,"035021"
1129,16855,2,5,27,27033,"027033"
1130,19443,1,1,2,2131,"002131"
1131,22911,5,19,82,82053,"082053"
1132,18487,5,19,83,83068,"083068"
1133,21055,4,16,75,75030,"075030"
1134,16683,1,3,97,97048,"097048"
1135,30449,2,5,26,26009,"026009"
1136,25416,1,1,1,1161,"001161"
1137,18243,2,8,34,34049,"034049"
1138,17686,1,1,6,6020,"006020"
1139,19041,1,3,17,17029,"017029"
1140,24847,4,15,63,63049,"063049"
1141,20383,5,19,82,82037,"082037"
1142,19422,1,1,5,5112,"005112"
1143,16345,1,3,20,20056,"020056"
1144,16757,3,12,57,57016,"057016"
1145,21624,4,15,63,63049,"063049"
1146,20339,4,16,73,73015,"073015"
1147,19451,2,8,99,99014,"099014"
1148,24548,1,1,2,2049,"002049"
1149,27920,2,4,22,22087,"022087"
1150,22805,2,5,29,29051,"029051"
1151,23627,4,15,63,63049,"063049"
1152,16578,2,5,29,29043,"029043"
1153,20959,1,3,18,18011,"018011"
1154,31259,3,12,58,58091,"058091"
1155,24564,3,11,44,44016,"044016"
1156,16357,1,1,3,3060,"003060"
1157,18406,1,3,15,15220,"015220"
1158,24497,3,9,47,47021,"047021"
1159,18615,1,2,7,7040,"007040"
1160,21563,1,3,17,17085,"017085"
1161,19445,3,10,54,54024,"054024"
1162,20730,1,3,16,16187,"016187"
1163,12089,5,19,82,82070,"082070"
1164,12088,5,19,82,82070,"082070"
1165,2669,5,19,84,84021,"084021"
1166,2668,5,19,84,84021,"084021"
1167,2077,5,19,84,84001,"084001"
1168,2078,5,19,84,84001,"084001"
1169,2035,5,19,85,85015,"085015"
1170,2036,5,19,85,85015,"085015"
1171,2099,5,19,89,89002,"089002"
1172,2100,5,19,89,89002,"089002"
1173,2695,5,19,84,84041,"084041"
1174,2696,5,19,84,84041,"084041"
1175,2473,5,19,89,89009,"089009"
1176,2474,5,19,89,89009,"089009"
1177,364,5,20,90,90003,"090003"
1178,365,5,20,90,90003,"090003"
1179,316,5,20,90,90003,"090003"
1180,317,5,20,90,90003,"090003"
1181,245,5,20,90,90079,"090079"
1182,244,5,20,90,90079,"090079"
1183,1615,5,20,90,90083,"090083"
1184,1616,5,20,90,90083,"090083"
1185,328,3,9,50,50029,"050029"
1186,327,3,9,50,50029,"050029"
1187,296,3,9,50,50029,"050029"
1188,295,3,9,50,50029,"050029"
1189,273,3,9,50,50029,"050029"
1190,274,3,9,50,50029,"050029"
1191,390,3,9,50,50029,"050029"
1192,389,3,9,50,50029,"050029"
1193,337,3,9,50,50029,"050029"
1194,338,3,9,50,50029,"050029"
1195,335,3,9,50,50029,"050029"
1196,336,3,9,50,50029,"050029"
1197,18379,2,5,23,23054,"023054"
1198,26841,5,19,87,87025,"087025"
1199,25269,3,12,58,58091,"058091"
1200,22693,2,8,39,39008,"039008"
1201,22544,2,5,27,27020,"027020"
1202,27037,4,13,69,69022,"069022"
1203,21832,2,8,33,33032,"033032"
1204,24370,1,3,18,18086,"018086"
1205,23574,1,3,19,19095,"019095"
1206,20949,4,18,101,101004,"101004"
1207,25257,3,12,58,58091,"058091"
1208,24888,4,15,63,63049,"063049"
1209,26421,1,3,108,108033,"108033"
1210,19884,2,5,26,26026,"026026"
1211,23201,1,3,15,15146,"015146"
1212,17539,1,3,13,13075,"013075"
1213,19983,3,12,59,59001,"059001"
1214,16661,2,5,28,28054,"028054"
1215,31504,2,8,37,37005,"037005"
1216,22378,1,3,15,15015,"015015"
1217,19590,3,12,56,56049,"056049"
1218,18952,4,15,63,63049,"063049"
1219,19177,1,3,108,108033,"108033"
1220,21129,2,6,93,93031,"093031"
1221,19196,1,3,20,20038,"020038"
1222,24008,2,5,23,23058,"023058"
1223,19676,1,1,1,1272,"001272"
1224,18230,2,8,37,37006,"037006"
1225,31300,1,3,17,17165,"017165"
1226,19653,1,3,12,12119,"012119"
1227,25739,2,5,28,28060,"028060"
1228,21547,1,7,11,11015,"011015"
1229,16035,2,5,24,24111,"024111"
1230,22931,1,3,108,108042,"108042"
1231,18352,1,3,19,19035,"019035"
1232,24620,2,4,21,21051,"021051"
1233,24991,1,3,20,20032,"020032"
1234,25742,3,9,47,47003,"047003"
1235,25865,4,18,78,78083,"078083"
1236,25149,1,3,18,18032,"018032"
1237,31335,3,12,58,58091,"058091"
1238,18125,4,15,63,63049,"063049"
1239,18692,1,3,108,108027,"108027"
1240,31317,1,3,17,17165,"017165"
1241,21020,2,8,33,33032,"033032"
1242,18098,1,3,98,98014,"098014"
1243,18358,1,1,6,6088,"006088"
1244,21174,2,5,24,24004,"024004"
1245,26344,1,3,18,18139,"018139"
1246,13443,3,12,60,60066,"060066"
1247,13446,3,12,60,60066,"060066"
1248,136,3,12,56,56010,"056010"
1249,135,3,12,56,56010,"056010"
1250,352,5,19,85,85004,"085004"
1251,353,5,19,85,85004,"085004"
1252,91,1,3,17,17166,"017166"
1253,90,1,3,17,17166,"017166"
1254,1610,2,5,27,27018,"027018"
1255,1609,2,5,27,27018,"027018"
1256,1612,2,5,26,26051,"026051"
1257,1611,2,5,26,26051,"026051"
1258,7899,2,5,27,27033,"027033"
1259,7901,2,5,27,27033,"027033"
1260,1601,2,5,28,28089,"028089"
1261,1602,2,5,28,28089,"028089"
1262,400,2,8,33,33042,"033042"
1263,399,2,8,33,33042,"033042"
1264,13271,2,4,22,22001,"022001"
1265,13268,2,4,22,22001,"022001"
1266,9776,1,3,18,18110,"018110"
1267,9778,1,3,18,18110,"018110"
1268,1788,3,12,58,58091,"058091"
1269,1789,3,12,58,58091,"058091"
1270,1985,3,12,58,58091,"058091"
1271,1986,3,12,58,58091,"058091"
1272,1635,3,9,50,50026,"050026"
1273,1636,3,9,50,50026,"050026"
1274,1645,3,12,58,58091,"058091"
1275,1646,3,12,58,58091,"058091"
1276,8906,2,8,37,37021,"037021"
1277,8921,2,8,37,37021,"037021"
1278,11183,3,9,50,50026,"050026"
1279,11181,3,9,50,50026,"050026"
1280,398,2,8,35,35033,"035033"
1281,397,2,8,35,35033,"035033"
1282,19464,5,19,83,83005,"083005"
1283,30930,3,12,58,58091,"058091"
1284,23930,1,1,6,6174,"006174"
1285,15383,4,13,68,68027,"068027"
1286,22109,4,15,63,63049,"063049"
1287,25883,2,5,26,26095,"026095"
1288,15386,3,11,44,44023,"044023"
1289,26600,4,15,63,63049,"063049"
1290,19044,1,3,15,15146,"015146"
1291,24552,3,12,58,58091,"058091"
1292,27941,2,8,35,35033,"035033"
1293,22076,4,15,63,63049,"063049"
1294,26488,4,15,63,63049,"063049"
1295,23443,4,15,63,63049,"063049"
1296,18527,2,5,26,26016,"026016"
1297,23625,1,1,1,1086,"001086"
1298,16800,4,16,75,75064,"075064"
1299,17563,4,18,78,78154,"078154"
1300,24645,2,4,21,21008,"021008"
1301,23276,4,15,63,63049,"063049"
1302,21616,1,3,17,17117,"017117"
1303,24565,3,11,44,44016,"044016"
1304,24651,3,9,46,46026,"046026"
1305,22906,5,19,82,82053,"082053"
1306,23340,2,5,24,24084,"024084"
1307,24849,4,15,63,63049,"063049"
1308,30737,4,13,69,69091,"069091"
1309,24631,2,8,99,99014,"099014"
1310,26327,2,8,35,35033,"035033"
1311,19657,1,3,16,16162,"016162"
1312,20116,4,16,75,75084,"075084"
1313,26560,4,15,63,63049,"063049"
1314,23191,4,15,63,63049,"063049"
1315,31667,2,8,40,40003,"040003"
1316,19202,2,4,21,21085,"021085"
1317,25849,2,8,40,40003,"040003"
1318,31584,4,15,63,63023,"063023"
1319,20888,2,6,30,30046,"030046"
1320,23730,4,18,80,80027,"080027"
1321,27863,4,13,67,67041,"067041"
1322,22234,1,1,3,3043,"003043"
1323,16021,2,4,22,22135,"022135"
1324,30810,1,3,15,15157,"015157"
1325,17305,1,1,5,5101,"005101"
1326,19394,3,10,55,55005,"055005"
1327,7544,1,3,17,17163,"017163"
1328,7540,1,3,17,17163,"017163"
1329,7543,1,3,17,17163,"017163"
1330,6888,3,9,51,51018,"051018"
1331,6883,3,9,51,51018,"051018"
1332,6886,3,9,51,51018,"051018"
1333,4874,3,10,55,55023,"055023"
1334,4865,3,10,55,55023,"055023"
1335,4861,3,10,55,55023,"055023"
1336,13827,3,9,48,48017,"048017"
1337,13825,3,9,48,48017,"048017"
1338,13826,3,9,48,48017,"048017"
1339,3698,1,3,98,98021,"098021"
1340,3697,1,3,98,98021,"098021"
1341,3699,1,3,98,98021,"098021"
1342,9287,2,8,37,37006,"037006"
1343,9294,2,8,37,37006,"037006"
1344,9290,2,8,37,37006,"037006"
1345,13554,3,12,57,57035,"057035"
1346,13551,3,12,57,57035,"057035"
1347,13556,3,12,57,57035,"057035"
1348,9600,1,3,20,20003,"020003"
1349,9593,1,3,20,20003,"020003"
1350,9598,1,3,20,20003,"020003"
1351,10144,2,6,30,30001,"030001"
1352,10143,2,6,30,30001,"030001"
1353,10145,2,6,30,30001,"030001"
1354,3642,1,1,3,3159,"003159"
1355,3644,1,1,3,3159,"003159"
1356,3643,1,1,3,3159,"003159"
1357,4814,1,7,10,10049,"010049"
1358,4812,1,7,10,10049,"010049"
1359,4809,1,7,10,10049,"010049"
1360,4550,3,9,52,52009,"052009"
1361,4541,3,9,52,52009,"052009"
1362,4553,3,9,52,52009,"052009"
1363,6233,2,8,35,35033,"035033"
1364,6232,2,8,35,35033,"035033"
1365,6231,2,8,35,35033,"035033"
1366,2149,2,8,35,35039,"035039"
1367,2147,2,8,35,35039,"035039"
1368,2148,2,8,35,35039,"035039"
1369,14368,1,3,15,15086,"015086"
1370,14366,1,3,15,15086,"015086"
1371,14367,1,3,15,15086,"015086"
1372,15153,2,8,34,34014,"034014"
1373,15160,2,8,34,34014,"034014"
1374,15157,2,8,34,34014,"034014"
1375,3329,4,16,72,72029,"072029"
1376,3333,4,16,72,72029,"072029"
1377,3331,4,16,72,72029,"072029"
1378,2543,5,19,89,89001,"089001"
1379,2542,5,19,89,89001,"089001"
1380,2541,5,19,89,89001,"089001"
1381,7513,3,9,48,48017,"048017"
1382,7517,3,9,48,48017,"048017"
1383,7522,3,9,48,48017,"048017"
1384,13696,3,12,58,58120,"058120"
1385,13697,3,12,58,58120,"058120"
1386,13699,3,12,58,58120,"058120"
1387,6715,3,12,58,58032,"058032"
1388,6730,3,12,58,58032,"058032"
1389,6725,3,12,58,58032,"058032"
1390,12169,3,9,46,46017,"046017"
1391,12171,3,9,46,46017,"046017"
1392,12170,3,9,46,46017,"046017"
1393,8885,3,12,60,60025,"060025"
1394,8893,3,12,60,60025,"060025"
1395,8887,3,12,60,60025,"060025"
1396,868,3,12,56,56042,"056042"
1397,867,3,12,56,56042,"056042"
