_link,_link_main,weekday,period_begin,period_end
18016.location.opening_times.regular_hours.2,18016,3,07:00,19:59
18016.location.opening_times.regular_hours.3,18016,4,07:00,19:59
18016.location.opening_times.regular_hours.4,18016,5,07:00,19:59
18016.location.opening_times.regular_hours.5,18016,6,07:00,19:59
18016.location.opening_times.regular_hours.6,18016,7,09:00,12:59
18017.location.opening_times.regular_hours.0,18017,1,07:00,19:59
18017.location.opening_times.regular_hours.1,18017,2,07:00,19:59
18017.location.opening_times.regular_hours.2,18017,3,07:00,19:59
18017.location.opening_times.regular_hours.3,18017,4,07:00,19:59
18017.location.opening_times.regular_hours.4,18017,5,07:00,19:59
18017.location.opening_times.regular_hours.5,18017,6,07:00,19:59
18017.location.opening_times.regular_hours.6,18017,7,09:00,12:59
18018.location.opening_times.regular_hours.0,18018,1,07:00,19:59
18018.location.opening_times.regular_hours.1,18018,2,07:00,19:59
18018.location.opening_times.regular_hours.2,18018,3,07:00,19:59
18018.location.opening_times.regular_hours.3,18018,4,07:00,19:59
18018.location.opening_times.regular_hours.4,18018,5,07:00,19:59
18018.location.opening_times.regular_hours.5,18018,6,07:00,19:59
18018.location.opening_times.regular_hours.6,18018,7,09:00,12:59
18031.location.opening_times.regular_hours.0,18031,1,08:00,19:59
18031.location.opening_times.regular_hours.1,18031,2,08:00,19:59
18031.location.opening_times.regular_hours.2,18031,3,08:00,19:59
18031.location.opening_times.regular_hours.3,18031,4,08:00,19:59
18031.location.opening_times.regular_hours.4,18031,5,08:00,19:59
18031.location.opening_times.regular_hours.5,18031,6,08:00,19:59
18031.location.opening_times.regular_hours.6,18031,7,08:30,19:29
18032.location.opening_times.regular_hours.0,18032,1,08:00,19:59
18032.location.opening_times.regular_hours.1,18032,2,08:00,19:59
18032.location.opening_times.regular_hours.2,18032,3,08:00,19:59
18032.location.opening_times.regular_hours.3,18032,4,08:00,19:59
18032.location.opening_times.regular_hours.4,18032,5,08:00,19:59
18032.location.opening_times.regular_hours.5,18032,6,08:00,19:59
18032.location.opening_times.regular_hours.6,18032,7,08:30,19:29
18033.location.opening_times.regular_hours.0,18033,1,08:00,19:59
18033.location.opening_times.regular_hours.1,18033,2,08:00,19:59
18033.location.opening_times.regular_hours.2,18033,3,08:00,19:59
18033.location.opening_times.regular_hours.3,18033,4,08:00,19:59
18033.location.opening_times.regular_hours.4,18033,5,08:00,19:59
18033.location.opening_times.regular_hours.5,18033,6,08:00,19:59
18033.location.opening_times.regular_hours.6,18033,7,08:30,19:29
18040.location.opening_times.regular_hours.0,18040,1,08:30,20:59
18040.location.opening_times.regular_hours.1,18040,2,08:30,20:59
18040.location.opening_times.regular_hours.2,18040,3,08:30,20:59
18040.location.opening_times.regular_hours.3,18040,4,08:30,20:59
18040.location.opening_times.regular_hours.4,18040,5,08:30,20:59
18040.location.opening_times.regular_hours.5,18040,6,08:30,20:59
18040.location.opening_times.regular_hours.6,18040,7,09:00,19:59
18041.location.opening_times.regular_hours.0,18041,1,08:30,20:59
18041.location.opening_times.regular_hours.1,18041,2,08:30,20:59
18041.location.opening_times.regular_hours.2,18041,3,08:30,20:59
18041.location.opening_times.regular_hours.3,18041,4,08:30,20:59
18041.location.opening_times.regular_hours.4,18041,5,08:30,20:59
18041.location.opening_times.regular_hours.5,18041,6,08:30,20:59
18041.location.opening_times.regular_hours.6,18041,7,09:00,19:59
18042.location.opening_times.regular_hours.0,18042,1,08:30,20:59
18042.location.opening_times.regular_hours.1,18042,2,08:30,20:59
18042.location.opening_times.regular_hours.2,18042,3,08:30,20:59
18042.location.opening_times.regular_hours.3,18042,4,08:30,20:59
18042.location.opening_times.regular_hours.4,18042,5,08:30,20:59
18042.location.opening_times.regular_hours.5,18042,6,08:30,20:59
18042.location.opening_times.regular_hours.6,18042,7,09:00,19:59
18070.location.opening_times.regular_hours.0,18070,1,09:00,20:59
18070.location.opening_times.regular_hours.1,18070,2,09:00,20:59
18070.location.opening_times.regular_hours.2,18070,3,09:00,20:59
18070.location.opening_times.regular_hours.3,18070,4,09:00,20:59
18070.location.opening_times.regular_hours.4,18070,5,09:00,20:59
18070.location.opening_times.regular_hours.5,18070,6,09:00,20:59
18070.location.opening_times.regular_hours.6,18070,7,09:00,20:59
18071.location.opening_times.regular_hours.0,18071,1,09:00,20:59
18071.location.opening_times.regular_hours.1,18071,2,09:00,20:59
18071.location.opening_times.regular_hours.2,18071,3,09:00,20:59
18071.location.opening_times.regular_hours.3,18071,4,09:00,20:59
18071.location.opening_times.regular_hours.4,18071,5,09:00,20:59
18071.location.opening_times.regular_hours.5,18071,6,09:00,20:59
18071.location.opening_times.regular_hours.6,18071,7,09:00,20:59
18072.location.opening_times.regular_hours.0,18072,1,09:00,20:59
18072.location.opening_times.regular_hours.1,18072,2,09:00,20:59
18072.location.opening_times.regular_hours.2,18072,3,09:00,20:59
18072.location.opening_times.regular_hours.3,18072,4,09:00,20:59
18072.location.opening_times.regular_hours.4,18072,5,09:00,20:59
18072.location.opening_times.regular_hours.5,18072,6,09:00,20:59
18072.location.opening_times.regular_hours.6,18072,7,09:00,20:59
18103.location.opening_times.regular_hours.0,18103,1,08:30,19:59
18103.location.opening_times.regular_hours.1,18103,2,08:30,19:59
18103.location.opening_times.regular_hours.2,18103,3,08:30,19:59
18103.location.opening_times.regular_hours.3,18103,4,08:30,19:59
18103.location.opening_times.regular_hours.4,18103,5,08:30,19:59
18103.location.opening_times.regular_hours.5,18103,6,08:30,19:59
18103.location.opening_times.regular_hours.6,18103,7,09:00,12:59
18104.location.opening_times.regular_hours.0,18104,1,08:30,19:59
18104.location.opening_times.regular_hours.1,18104,2,08:30,19:59
18104.location.opening_times.regular_hours.2,18104,3,08:30,19:59
18104.location.opening_times.regular_hours.3,18104,4,08:30,19:59
18104.location.opening_times.regular_hours.4,18104,5,08:30,19:59
18104.location.opening_times.regular_hours.5,18104,6,08:30,19:59
18104.location.opening_times.regular_hours.6,18104,7,09:00,12:59
18105.location.opening_times.regular_hours.0,18105,1,08:30,19:59
18105.location.opening_times.regular_hours.1,18105,2,08:30,19:59
18105.location.opening_times.regular_hours.2,18105,3,08:30,19:59
18105.location.opening_times.regular_hours.3,18105,4,08:30,19:59
18105.location.opening_times.regular_hours.4,18105,5,08:30,19:59
18105.location.opening_times.regular_hours.5,18105,6,08:30,19:59
18105.location.opening_times.regular_hours.6,18105,7,09:00,12:59
18112.location.opening_times.regular_hours.0,18112,1,08:30,19:29
18112.location.opening_times.regular_hours.1,18112,2,08:30,19:29
18112.location.opening_times.regular_hours.2,18112,3,08:30,19:29
18112.location.opening_times.regular_hours.3,18112,4,08:30,19:29
18112.location.opening_times.regular_hours.4,18112,5,08:30,19:29
18112.location.opening_times.regular_hours.5,18112,6,08:30,19:29
18112.location.opening_times.regular_hours.6,18112,7,08:30,18:59
18113.location.opening_times.regular_hours.0,18113,1,08:30,19:29
18113.location.opening_times.regular_hours.1,18113,2,08:30,19:29
18113.location.opening_times.regular_hours.2,18113,3,08:30,19:29
18113.location.opening_times.regular_hours.3,18113,4,08:30,19:29
18113.location.opening_times.regular_hours.4,18113,5,08:30,19:29
18113.location.opening_times.regular_hours.5,18113,6,08:30,19:29
18113.location.opening_times.regular_hours.6,18113,7,08:30,18:59
18114.location.opening_times.regular_hours.0,18114,1,08:30,19:29
18114.location.opening_times.regular_hours.1,18114,2,08:30,19:29
18114.location.opening_times.regular_hours.2,18114,3,08:30,19:29
18114.location.opening_times.regular_hours.3,18114,4,08:30,19:29
18114.location.opening_times.regular_hours.4,18114,5,08:30,19:29
18114.location.opening_times.regular_hours.5,18114,6,08:30,19:29
18114.location.opening_times.regular_hours.6,18114,7,08:30,18:59
18115.location.opening_times.regular_hours.0,18115,1,08:00,20:29
18115.location.opening_times.regular_hours.1,18115,2,08:00,20:29
18115.location.opening_times.regular_hours.2,18115,3,08:00,20:29
18115.location.opening_times.regular_hours.3,18115,4,08:00,20:29
18115.location.opening_times.regular_hours.4,18115,5,08:00,20:29
18115.location.opening_times.regular_hours.5,18115,6,08:00,20:29
18115.location.opening_times.regular_hours.6,18115,7,09:00,12:59
18116.location.opening_times.regular_hours.0,18116,1,08:00,20:29
18116.location.opening_times.regular_hours.1,18116,2,08:00,20:29
18116.location.opening_times.regular_hours.2,18116,3,08:00,20:29
18116.location.opening_times.regular_hours.3,18116,4,08:00,20:29
18116.location.opening_times.regular_hours.4,18116,5,08:00,20:29
18116.location.opening_times.regular_hours.5,18116,6,08:00,20:29
18116.location.opening_times.regular_hours.6,18116,7,09:00,12:59
18117.location.opening_times.regular_hours.0,18117,1,08:00,20:29
18117.location.opening_times.regular_hours.1,18117,2,08:00,20:29
18117.location.opening_times.regular_hours.2,18117,3,08:00,20:29
18117.location.opening_times.regular_hours.3,18117,4,08:00,20:29
18117.location.opening_times.regular_hours.4,18117,5,08:00,20:29
18117.location.opening_times.regular_hours.5,18117,6,08:00,20:29
18117.location.opening_times.regular_hours.6,18117,7,09:00,12:59
18130.location.opening_times.regular_hours.0,18130,1,07:00,20:29
18130.location.opening_times.regular_hours.1,18130,2,07:00,20:29
18130.location.opening_times.regular_hours.2,18130,3,07:00,20:29
18130.location.opening_times.regular_hours.3,18130,4,07:00,20:29
18130.location.opening_times.regular_hours.4,18130,5,07:00,20:29
18130.location.opening_times.regular_hours.5,18130,6,07:00,20:29
18130.location.opening_times.regular_hours.6,18130,7,08:00,19:59
18131.location.opening_times.regular_hours.0,18131,1,07:00,20:29
18131.location.opening_times.regular_hours.1,18131,2,07:00,20:29
18131.location.opening_times.regular_hours.2,18131,3,07:00,20:29
18131.location.opening_times.regular_hours.3,18131,4,07:00,20:29
18131.location.opening_times.regular_hours.4,18131,5,07:00,20:29
18131.location.opening_times.regular_hours.5,18131,6,07:00,20:29
18131.location.opening_times.regular_hours.6,18131,7,08:00,19:59
18132.location.opening_times.regular_hours.0,18132,1,07:00,20:29
18132.location.opening_times.regular_hours.1,18132,2,07:00,20:29
18132.location.opening_times.regular_hours.2,18132,3,07:00,20:29
18132.location.opening_times.regular_hours.3,18132,4,07:00,20:29
18132.location.opening_times.regular_hours.4,18132,5,07:00,20:29
18132.location.opening_times.regular_hours.5,18132,6,07:00,20:29
18132.location.opening_times.regular_hours.6,18132,7,08:00,19:59
18160.location.opening_times.regular_hours.0,18160,1,08:00,20:29
18160.location.opening_times.regular_hours.1,18160,2,08:00,20:29
18160.location.opening_times.regular_hours.2,18160,3,08:00,20:29
18160.location.opening_times.regular_hours.3,18160,4,08:00,20:29
18160.location.opening_times.regular_hours.4,18160,5,08:00,20:29
18160.location.opening_times.regular_hours.5,18160,6,08:00,20:29
18160.location.opening_times.regular_hours.6,18160,7,08:00,20:29
18161.location.opening_times.regular_hours.0,18161,1,08:00,20:29
18161.location.opening_times.regular_hours.1,18161,2,08:00,20:29
18161.location.opening_times.regular_hours.2,18161,3,08:00,20:29
18161.location.opening_times.regular_hours.3,18161,4,08:00,20:29
18161.location.opening_times.regular_hours.4,18161,5,08:00,20:29
18161.location.opening_times.regular_hours.5,18161,6,08:00,20:29
18161.location.opening_times.regular_hours.6,18161,7,08:00,20:29
18162.location.opening_times.regular_hours.0,18162,1,08:00,20:29
18162.location.opening_times.regular_hours.1,18162,2,08:00,20:29
18162.location.opening_times.regular_hours.2,18162,3,08:00,20:29
18162.location.opening_times.regular_hours.3,18162,4,08:00,20:29
18162.location.opening_times.regular_hours.4,18162,5,08:00,20:29
18162.location.opening_times.regular_hours.5,18162,6,08:00,20:29
18162.location.opening_times.regular_hours.6,18162,7,08:00,20:29
18175.location.opening_times.regular_hours.0,18175,1,07:30,20:29
18175.location.opening_times.regular_hours.1,18175,2,07:30,20:29
18175.location.opening_times.regular_hours.2,18175,3,07:30,20:29
18175.location.opening_times.regular_hours.3,18175,4,07:30,20:29
18175.location.opening_times.regular_hours.4,18175,5,07:30,20:29
18175.location.opening_times.regular_hours.5,18175,6,07:30,20:29
18175.location.opening_times.regular_hours.6,18175,7,07:30,19:59
18176.location.opening_times.regular_hours.0,18176,1,07:30,20:29
18176.location.opening_times.regular_hours.1,18176,2,07:30,20:29
18176.location.opening_times.regular_hours.2,18176,3,07:30,20:29
18176.location.opening_times.regular_hours.3,18176,4,07:30,20:29
18176.location.opening_times.regular_hours.4,18176,5,07:30,20:29
18176.location.opening_times.regular_hours.5,18176,6,07:30,20:29
18176.location.opening_times.regular_hours.6,18176,7,07:30,19:59
18177.location.opening_times.regular_hours.0,18177,1,07:30,20:29
18177.location.opening_times.regular_hours.1,18177,2,07:30,20:29
18177.location.opening_times.regular_hours.2,18177,3,07:30,20:29
18177.location.opening_times.regular_hours.3,18177,4,07:30,20:29
18177.location.opening_times.regular_hours.4,18177,5,07:30,20:29
18177.location.opening_times.regular_hours.5,18177,6,07:30,20:29
18177.location.opening_times.regular_hours.6,18177,7,07:30,19:59
18220.location.opening_times.regular_hours.0,18220,1,08:30,20:29
18220.location.opening_times.regular_hours.1,18220,2,08:30,20:29
18220.location.opening_times.regular_hours.2,18220,3,08:30,20:29
18220.location.opening_times.regular_hours.3,18220,4,08:30,20:29
18220.location.opening_times.regular_hours.4,18220,5,08:30,20:29
18220.location.opening_times.regular_hours.5,18220,6,08:30,20:29
18220.location.opening_times.regular_hours.6,18220,7,09:00,12:59
18221.location.opening_times.regular_hours.0,18221,1,08:30,20:29
18221.location.opening_times.regular_hours.1,18221,2,08:30,20:29
18221.location.opening_times.regular_hours.2,18221,3,08:30,20:29
18221.location.opening_times.regular_hours.3,18221,4,08:30,20:29
18221.location.opening_times.regular_hours.4,18221,5,08:30,20:29
18221.location.opening_times.regular_hours.5,18221,6,08:30,20:29
18221.location.opening_times.regular_hours.6,18221,7,09:00,12:59
18222.location.opening_times.regular_hours.0,18222,1,08:30,20:29
18222.location.opening_times.regular_hours.1,18222,2,08:30,20:29
18222.location.opening_times.regular_hours.2,18222,3,08:30,20:29
18222.location.opening_times.regular_hours.3,18222,4,08:30,20:29
18222.location.opening_times.regular_hours.4,18222,5,08:30,20:29
18222.location.opening_times.regular_hours.5,18222,6,08:30,20:29
18222.location.opening_times.regular_hours.6,18222,7,09:00,12:59
18857.location.opening_times.regular_hours.0,18857,1,09:00,12:59
18857.location.opening_times.regular_hours.1,18857,1,15:00,17:59
18857.location.opening_times.regular_hours.2,18857,2,09:00,12:59
18857.location.opening_times.regular_hours.3,18857,2,15:00,17:59
18857.location.opening_times.regular_hours.4,18857,3,09:00,12:59
18857.location.opening_times.regular_hours.5,18857,3,15:00,17:59
18857.location.opening_times.regular_hours.6,18857,4,09:00,12:59
18857.location.opening_times.regular_hours.7,18857,4,15:00,17:59
18857.location.opening_times.regular_hours.8,18857,5,09:00,12:59
18857.location.opening_times.regular_hours.9,18857,5,15:00,17:59
18858.location.opening_times.regular_hours.0,18858,1,09:00,12:59
18858.location.opening_times.regular_hours.1,18858,1,15:00,17:59
18858.location.opening_times.regular_hours.2,18858,2,09:00,12:59
18858.location.opening_times.regular_hours.3,18858,2,15:00,17:59
18858.location.opening_times.regular_hours.4,18858,3,09:00,12:59
18858.location.opening_times.regular_hours.5,18858,3,15:00,17:59
18858.location.opening_times.regular_hours.6,18858,4,09:00,12:59
18858.location.opening_times.regular_hours.7,18858,4,15:00,17:59
18858.location.opening_times.regular_hours.8,18858,5,09:00,12:59
18858.location.opening_times.regular_hours.9,18858,5,15:00,17:59
18907.location.opening_times.regular_hours.0,18907,1,08:30,12:29
18907.location.opening_times.regular_hours.1,18907,1,14:30,17:59
18907.location.opening_times.regular_hours.2,18907,2,08:30,12:29
18907.location.opening_times.regular_hours.3,18907,2,14:30,17:59
18907.location.opening_times.regular_hours.4,18907,3,08:30,12:29
18907.location.opening_times.regular_hours.5,18907,3,14:30,17:59
18907.location.opening_times.regular_hours.6,18907,4,08:30,12:29
18907.location.opening_times.regular_hours.7,18907,4,14:30,17:59
18907.location.opening_times.regular_hours.8,18907,5,08:30,12:29
18907.location.opening_times.regular_hours.9,18907,5,14:30,17:59
18907.location.opening_times.regular_hours.10,18907,6,08:30,11:59
18907.location.opening_times.regular_hours.11,18907,6,15:00,17:59
18908.location.opening_times.regular_hours.0,18908,1,08:30,12:29
18908.location.opening_times.regular_hours.1,18908,1,14:30,17:59
18908.location.opening_times.regular_hours.2,18908,2,08:30,12:29
18908.location.opening_times.regular_hours.3,18908,2,14:30,17:59
18908.location.opening_times.regular_hours.4,18908,3,08:30,12:29
18908.location.opening_times.regular_hours.5,18908,3,14:30,17:59
18908.location.opening_times.regular_hours.6,18908,4,08:30,12:29
18908.location.opening_times.regular_hours.7,18908,4,14:30,17:59
18908.location.opening_times.regular_hours.8,18908,5,08:30,12:29
18908.location.opening_times.regular_hours.9,18908,5,14:30,17:59
18908.location.opening_times.regular_hours.10,18908,6,08:30,11:59
18908.location.opening_times.regular_hours.11,18908,6,15:00,17:59
19329.location.opening_times.regular_hours.0,19329,1,08:30,12:29
19329.location.opening_times.regular_hours.1,19329,1,14:30,18:29
19329.location.opening_times.regular_hours.2,19329,2,08:30,12:29
19329.location.opening_times.regular_hours.3,19329,2,14:30,18:29
19329.location.opening_times.regular_hours.4,19329,3,08:30,12:29
19329.location.opening_times.regular_hours.5,19329,3,14:30,18:29
19329.location.opening_times.regular_hours.6,19329,4,08:30,12:29
19329.location.opening_times.regular_hours.7,19329,4,14:30,18:29
19329.location.opening_times.regular_hours.8,19329,5,08:30,12:29
19329.location.opening_times.regular_hours.9,19329,5,14:30,18:29
19329.location.opening_times.regular_hours.10,19329,6,08:30,12:29
19330.location.opening_times.regular_hours.0,19330,1,08:30,12:29
19330.location.opening_times.regular_hours.1,19330,1,14:30,18:29
19330.location.opening_times.regular_hours.2,19330,2,08:30,12:29
19330.location.opening_times.regular_hours.3,19330,2,14:30,18:29
19330.location.opening_times.regular_hours.4,19330,3,08:30,12:29
19330.location.opening_times.regular_hours.5,19330,3,14:30,18:29
19330.location.opening_times.regular_hours.6,19330,4,08:30,12:29
19330.location.opening_times.regular_hours.7,19330,4,14:30,18:29
19330.location.opening_times.regular_hours.8,19330,5,08:30,12:29
19330.location.opening_times.regular_hours.9,19330,5,14:30,18:29
19330.location.opening_times.regular_hours.10,19330,6,08:30,12:29
19723.location.opening_times.regular_hours.0,19723,1,08:00,20:59
19723.location.opening_times.regular_hours.1,19723,2,08:00,20:59
19723.location.opening_times.regular_hours.2,19723,3,08:00,20:59
19723.location.opening_times.regular_hours.3,19723,4,08:00,20:59
19723.location.opening_times.regular_hours.4,19723,5,08:00,20:59
19723.location.opening_times.regular_hours.5,19723,6,08:00,20:59
19723.location.opening_times.regular_hours.6,19723,7,08:00,20:59
19724.location.opening_times.regular_hours.0,19724,1,08:00,20:59
19724.location.opening_times.regular_hours.1,19724,2,08:00,20:59
19724.location.opening_times.regular_hours.2,19724,3,08:00,20:59
19724.location.opening_times.regular_hours.3,19724,4,08:00,20:59
19724.location.opening_times.regular_hours.4,19724,5,08:00,20:59
19724.location.opening_times.regular_hours.5,19724,6,08:00,20:59
19724.location.opening_times.regular_hours.6,19724,7,08:00,20:59
19749.location.opening_times.regular_hours.0,19749,1,08:00,19:59
19749.location.opening_times.regular_hours.1,19749,2,08:00,19:59
19749.location.opening_times.regular_hours.2,19749,3,08:00,19:59
19749.location.opening_times.regular_hours.3,19749,4,08:00,19:59
19749.location.opening_times.regular_hours.4,19749,5,08:00,19:59
19749.location.opening_times.regular_hours.5,19749,6,08:00,19:59
19749.location.opening_times.regular_hours.6,19749,7,08:00,19:59
19750.location.opening_times.regular_hours.0,19750,1,08:00,19:59
19750.location.opening_times.regular_hours.1,19750,2,08:00,19:59
19750.location.opening_times.regular_hours.2,19750,3,08:00,19:59
19750.location.opening_times.regular_hours.3,19750,4,08:00,19:59
19750.location.opening_times.regular_hours.4,19750,5,08:00,19:59
19750.location.opening_times.regular_hours.5,19750,6,08:00,19:59
19750.location.opening_times.regular_hours.6,19750,7,08:00,19:59
19753.location.opening_times.regular_hours.0,19753,1,08:00,20:59
19753.location.opening_times.regular_hours.1,19753,2,08:00,20:59
19753.location.opening_times.regular_hours.2,19753,3,08:00,20:59
19753.location.opening_times.regular_hours.3,19753,4,08:00,20:59
19753.location.opening_times.regular_hours.4,19753,5,08:00,20:59
19753.location.opening_times.regular_hours.5,19753,6,08:00,20:59
19753.location.opening_times.regular_hours.6,19753,7,08:00,20:59
19754.location.opening_times.regular_hours.0,19754,1,08:00,20:59
19754.location.opening_times.regular_hours.1,19754,2,08:00,20:59
19754.location.opening_times.regular_hours.2,19754,3,08:00,20:59
19754.location.opening_times.regular_hours.3,19754,4,08:00,20:59
19754.location.opening_times.regular_hours.4,19754,5,08:00,20:59
19754.location.opening_times.regular_hours.5,19754,6,08:00,20:59
19754.location.opening_times.regular_hours.6,19754,7,08:00,20:59
19959.location.opening_times.regular_hours.0,19959,1,07:30,19:59
19959.location.opening_times.regular_hours.1,19959,2,07:30,19:59
19959.location.opening_times.regular_hours.2,19959,3,07:30,19:59
19959.location.opening_times.regular_hours.3,19959,4,07:30,19:59
19959.location.opening_times.regular_hours.4,19959,5,07:30,19:59
19959.location.opening_times.regular_hours.5,19959,6,07:30,19:59
19959.location.opening_times.regular_hours.6,19959,7,07:30,12:59
19960.location.opening_times.regular_hours.0,19960,1,07:30,19:59
19960.location.opening_times.regular_hours.1,19960,2,07:30,19:59
19960.location.opening_times.regular_hours.2,19960,3,07:30,19:59
19960.location.opening_times.regular_hours.3,19960,4,07:30,19:59
19960.location.opening_times.regular_hours.4,19960,5,07:30,19:59
19960.location.opening_times.regular_hours.5,19960,6,07:30,19:59
19960.location.opening_times.regular_hours.6,19960,7,07:30,12:59
20115.location.opening_times.regular_hours.0,20115,1,08:30,16:30
20115.location.opening_times.regular_hours.1,20115,2,08:30,16:30
20115.location.opening_times.regular_hours.2,20115,3,08:30,16:30
20115.location.opening_times.regular_hours.3,20115,4,08:30,16:30
20115.location.opening_times.regular_hours.4,20115,5,08:30,16:30
20116.location.opening_times.regular_hours.0,20116,1,08:30,16:30
20116.location.opening_times.regular_hours.1,20116,2,08:30,16:30
20116.location.opening_times.regular_hours.2,20116,3,08:30,16:30
20116.location.opening_times.regular_hours.3,20116,4,08:30,16:30
20116.location.opening_times.regular_hours.4,20116,5,08:30,16:30
20147.location.opening_times.regular_hours.0,20147,1,08:00,20:59
20147.location.opening_times.regular_hours.1,20147,2,08:00,20:59
20147.location.opening_times.regular_hours.2,20147,3,08:00,20:59
20147.location.opening_times.regular_hours.3,20147,4,08:00,20:59
20147.location.opening_times.regular_hours.4,20147,5,08:00,20:59
20147.location.opening_times.regular_hours.5,20147,6,08:00,20:59
20147.location.opening_times.regular_hours.6,20147,7,08:00,20:59
20148.location.opening_times.regular_hours.0,20148,1,08:00,20:59
20148.location.opening_times.regular_hours.1,20148,2,08:00,20:59
20148.location.opening_times.regular_hours.2,20148,3,08:00,20:59
20148.location.opening_times.regular_hours.3,20148,4,08:00,20:59
20148.location.opening_times.regular_hours.4,20148,5,08:00,20:59
20148.location.opening_times.regular_hours.5,20148,6,08:00,20:59
20148.location.opening_times.regular_hours.6,20148,7,08:00,20:59
20207.location.opening_times.regular_hours.0,20207,1,08:30,16:30
20207.location.opening_times.regular_hours.1,20207,2,08:30,16:30
20207.location.opening_times.regular_hours.2,20207,3,08:30,16:30
20207.location.opening_times.regular_hours.3,20207,4,08:30,16:30
20207.location.opening_times.regular_hours.4,20207,5,08:30,16:30
20208.location.opening_times.regular_hours.0,20208,1,08:30,16:30
20208.location.opening_times.regular_hours.1,20208,2,08:30,16:30
20208.location.opening_times.regular_hours.2,20208,3,08:30,16:30
20208.location.opening_times.regular_hours.3,20208,4,08:30,16:30
20208.location.opening_times.regular_hours.4,20208,5,08:30,16:30
20265.location.opening_times.regular_hours.0,20265,1,08:30,16:30
20265.location.opening_times.regular_hours.1,20265,2,08:30,16:30
20265.location.opening_times.regular_hours.2,20265,3,08:30,16:30
20265.location.opening_times.regular_hours.3,20265,4,08:30,16:30
20265.location.opening_times.regular_hours.4,20265,5,08:30,16:30
20266.location.opening_times.regular_hours.0,20266,1,08:30,16:30
20266.location.opening_times.regular_hours.1,20266,2,08:30,16:30
20266.location.opening_times.regular_hours.2,20266,3,08:30,16:30
20266.location.opening_times.regular_hours.3,20266,4,08:30,16:30
20266.location.opening_times.regular_hours.4,20266,5,08:30,16:30
20481.location.opening_times.regular_hours.0,20481,1,08:00,19:59
20481.location.opening_times.regular_hours.1,20481,2,08:00,19:59
20481.location.opening_times.regular_hours.2,20481,3,08:00,19:59
20481.location.opening_times.regular_hours.3,20481,4,08:00,19:59
20481.location.opening_times.regular_hours.4,20481,5,08:00,19:59
20481.location.opening_times.regular_hours.5,20481,6,08:00,19:59
20481.location.opening_times.regular_hours.6,20481,7,08:30,12:59
20482.location.opening_times.regular_hours.0,20482,1,08:00,19:59
20482.location.opening_times.regular_hours.1,20482,2,08:00,19:59
20482.location.opening_times.regular_hours.2,20482,3,08:00,19:59
20482.location.opening_times.regular_hours.3,20482,4,08:00,19:59
20482.location.opening_times.regular_hours.4,20482,5,08:00,19:59
20482.location.opening_times.regular_hours.5,20482,6,08:00,19:59
20482.location.opening_times.regular_hours.6,20482,7,08:30,12:59
20493.location.opening_times.regular_hours.0,20493,1,08:00,19:59
20493.location.opening_times.regular_hours.1,20493,2,08:00,19:59
20493.location.opening_times.regular_hours.2,20493,3,08:00,19:59
20493.location.opening_times.regular_hours.3,20493,4,08:00,19:59
20493.location.opening_times.regular_hours.4,20493,5,08:00,19:59
20493.location.opening_times.regular_hours.5,20493,6,08:00,19:59
20493.location.opening_times.regular_hours.6,20493,7,08:30,12:29
20493.location.opening_times.regular_hours.7,20493,7,15:30,19:29
20494.location.opening_times.regular_hours.0,20494,1,08:00,19:59
20494.location.opening_times.regular_hours.1,20494,2,08:00,19:59
20494.location.opening_times.regular_hours.2,20494,3,08:00,19:59
20494.location.opening_times.regular_hours.3,20494,4,08:00,19:59
20494.location.opening_times.regular_hours.4,20494,5,08:00,19:59
20494.location.opening_times.regular_hours.5,20494,6,08:00,19:59
20494.location.opening_times.regular_hours.6,20494,7,08:30,12:29
20494.location.opening_times.regular_hours.7,20494,7,15:30,19:29
20503.location.opening_times.regular_hours.0,20503,1,08:30,16:30
20503.location.opening_times.regular_hours.1,20503,2,08:30,16:30
20503.location.opening_times.regular_hours.2,20503,3,08:30,16:30
20503.location.opening_times.regular_hours.3,20503,4,08:30,16:30
20503.location.opening_times.regular_hours.4,20503,5,08:30,16:30
20504.location.opening_times.regular_hours.0,20504,1,08:30,16:30
20504.location.opening_times.regular_hours.1,20504,2,08:30,16:30
20504.location.opening_times.regular_hours.2,20504,3,08:30,16:30
20504.location.opening_times.regular_hours.3,20504,4,08:30,16:30
20504.location.opening_times.regular_hours.4,20504,5,08:30,16:30
20635.location.opening_times.regular_hours.0,20635,1,08:00,20:59
20635.location.opening_times.regular_hours.1,20635,2,08:00,20:59
20635.location.opening_times.regular_hours.2,20635,3,08:00,20:59
20635.location.opening_times.regular_hours.3,20635,4,08:00,20:59
20635.location.opening_times.regular_hours.4,20635,5,08:00,20:59
20635.location.opening_times.regular_hours.5,20635,6,08:00,20:59
20635.location.opening_times.regular_hours.6,20635,7,08:30,21:59
20636.location.opening_times.regular_hours.0,20636,1,08:00,20:59
20636.location.opening_times.regular_hours.1,20636,2,08:00,20:59
20636.location.opening_times.regular_hours.2,20636,3,08:00,20:59
20636.location.opening_times.regular_hours.3,20636,4,08:00,20:59
20636.location.opening_times.regular_hours.4,20636,5,08:00,20:59
20636.location.opening_times.regular_hours.5,20636,6,08:00,20:59
20636.location.opening_times.regular_hours.6,20636,7,08:30,21:59
20683.location.opening_times.regular_hours.0,20683,1,08:00,19:59
