status,evse_id,coordinates_latitude,coordinates_longitude
AVAILABLE,IT*ENX*E18DP22T5HK4U000381*1,43.724381,10.410567
CHARGING,IT*ENX*E18DP22T5HK4U000381*2,43.724381,10.410567
AVAILABLE,IT*ENX*E18DP22T5HK4U000398*1,43.728657,10.389432
AVAILABLE,IT*ENX*E18DP22T5HK4U000398*2,43.728657,10.389432
AVAILABLE,IT*ENX*E18DP22T5HK4U000413*1,43.70763,10.43246
AVAILABLE,IT*ENX*E18DP22T5HK4U000413*2,43.70763,10.43246
AVAILABLE,IT*ENX*E18DP22T5HK4U000414*1,45.764916,8.615
AVAILABLE,IT*ENX*E18DP22T5HK4U000414*2,45.764916,8.615
AVAILABLE,IT*ENX*E18DP22T5HK4U000436*1,45.085947,8.041037
AVAILABLE,IT*ENX*E18DP22T5HK4U000436*2,45.085947,8.041037
AVAILABLE,IT*ENX*E18DP22T5HK5U000057*1,42.249928,12.067835
AVAILABLE,IT*ENX*E18DP22T5HK5U000057*2,42.249928,12.067835
OUTOFORDER,IT*ENX*E18DP22T5HK5U000088*1,45.966776,9.928102
OUTOFORDER,IT*ENX*E18DP22T5HK5U000088*2,45.966776,9.928102
AVAILABLE,IT*ENX*E18DP22T5HK5U000105*1,41.235698,14.46892
AVAILABLE,IT*ENX*E18DP22T5HK5U000105*2,41.235698,14.46892
AVAILABLE,IT*ENX*E18DP22T5HK5U000115*1,43.705602,10.420227
AVAILABLE,IT*ENX*E18DP22T5HK5U000115*2,43.705602,10.420227
AVAILABLE,IT*ENX*E18DP22T5HK5U000129*1,37.506424,15.088361
AVAILABLE,IT*ENX*E18DP22T5HK5U000129*2,37.506424,15.088361
AVAILABLE,IT*ENX*E18DP22T5HK5U000151*1,42.20523,12.606948
AVAILABLE,IT*ENX*E18DP22T5HK5U000151*2,42.20523,12.606948
AVAILABLE,IT*ENX*E18DP22T5HK5U000152*1,41.705022,13.592048
OUTOFORDER,IT*ENX*E18DP22T5HK5U000152*2,41.705022,13.592048
AVAILABLE,IT*ENX*E18DP22T5HK5U000153*1,45.543053,12.076105
AVAILABLE,IT*ENX*E18DP22T5HK5U000153*2,45.543053,12.076105
AVAILABLE,IT*ENX*E18DP22T5HK5U000155*1,41.367359,13.840372
AVAILABLE,IT*ENX*E18DP22T5HK5U000155*2,41.367359,13.840372
OUTOFORDER,IT*ENX*E18DP22T5HK5U000165*1,43.712251,10.421286
OUTOFORDER,IT*ENX*E18DP22T5HK5U000165*2,43.712251,10.421286
OUTOFORDER,IT*ENX*E18DP22T5HK5U000168*1,39.215065,16.308099
AVAILABLE,IT*ENX*E18DP22T5HK5U000168*2,39.215065,16.308099
AVAILABLE,IT*ENX*E18DP22T5HK5U000184*1,39.722239,16.17759
AVAILABLE,IT*ENX*E18DP22T5HK5U000184*2,39.722239,16.17759
AVAILABLE,IT*ENX*E18DP22T5HK5U000203*1,44.845409,10.725063
AVAILABLE,IT*ENX*E18DP22T5HK5U000203*2,44.845409,10.725063
AVAILABLE,IT*ENX*E18DP22T5HK5U000239*1,42.267443,11.893443
AVAILABLE,IT*ENX*E18DP22T5HK5U000239*2,42.267443,11.893443
AVAILABLE,IT*ENX*E18DP22T5HK5U000241*1,45.78533,11.993652
AVAILABLE,IT*ENX*E18DP22T5HK5U000241*2,45.78533,11.993652
AVAILABLE,IT*ENX*E18DP22T5HK5U000243*1,44.810536,12.011909
AVAILABLE,IT*ENX*E18DP22T5HK5U000243*2,44.810536,12.011909
AVAILABLE,IT*ENX*E18DP22T5HK5U000246*1,43.651496,10.284595
AVAILABLE,IT*ENX*E18DP22T5HK5U000246*2,43.651496,10.284595
AVAILABLE,IT*ENX*E18DP22T5HK5U000280*1,43.714885,10.420871
AVAILABLE,IT*ENX*E18DP22T5HK5U000280*2,43.714885,10.420871
AVAILABLE,IT*ENX*E18DP22T5HK5U000292*1,38.218237,15.565403
OUTOFORDER,IT*ENX*E18DP22T5HK5U000292*2,38.218237,15.565403
AVAILABLE,IT*ENX*E18DP22T5HK5U000323*1,43.709747,10.409334
CHARGING,IT*ENX*E18DP22T5HK5U000323*2,43.709747,10.409334
AVAILABLE,IT*ENX*E18DP22T5HK5U000332*1,41.09577,14.257185
AVAILABLE,IT*ENX*E18DP22T5HK5U000332*2,41.09577,14.257185
OUTOFORDER,IT*ENX*E18DP22T5HK5U000338*1,45.416053,9.259421
OUTOFORDER,IT*ENX*E18DP22T5HK5U000338*2,45.416053,9.259421
AVAILABLE,IT*ENX*E18DP22T5HK5U000343*1,43.671446,10.274478
AVAILABLE,IT*ENX*E18DP22T5HK5U000343*2,43.671446,10.274478
OUTOFORDER,IT*ENX*E18DP22T5HK5U000344*1,40.916245,16.254115
OUTOFORDER,IT*ENX*E18DP22T5HK5U000344*2,40.916245,16.254115
OUTOFORDER,IT*ENX*E18DP22T5HK5U000354*1,41.563611,14.658056
OUTOFORDER,IT*ENX*E18DP22T5HK5U000354*2,41.563611,14.658056
AVAILABLE,IT*ENX*E18DP22T5HK5U000358*1,42.708022,13.876121
AVAILABLE,IT*ENX*E18DP22T5HK5U000358*2,42.708022,13.876121
AVAILABLE,IT*ENX*E18DP22T5HK5U000359*1,39.840639,16.137596
AVAILABLE,IT*ENX*E18DP22T5HK5U000359*2,39.840639,16.137596
AVAILABLE,IT*ENX*E18DP22T5HK5U000361*1,39.722239,16.17759
AVAILABLE,IT*ENX*E18DP22T5HK5U000361*2,39.722239,16.17759
AVAILABLE,IT*ENX*E18DP22T5HK5U000370*1,41.369082,13.841832
AVAILABLE,IT*ENX*E18DP22T5HK5U000370*2,41.369082,13.841832
AVAILABLE,IT*ENX*E18DP22T5HK5U000380*1,41.858825,12.619253
AVAILABLE,IT*ENX*E18DP22T5HK5U000380*2,41.858825,12.619253
AVAILABLE,IT*ENX*E18DP22T5HK5U000383*1,39.722179,16.172056
AVAILABLE,IT*ENX*E18DP22T5HK5U000383*2,39.722179,16.172056
AVAILABLE,IT*ENX*E18DP22T5HK5U000400*1,43.627346,10.289164
AVAILABLE,IT*ENX*E18DP22T5HK5U000400*2,43.627346,10.289164
AVAILABLE,IT*ENX*E18DP22T5HK5U000423*1,41.834451,12.5967
AVAILABLE,IT*ENX*E18DP22T5HK5U000423*2,41.834451,12.5967
AVAILABLE,IT*ENX*E18DP22T5HK5U000424*1,45.101245,7.548194
OUTOFORDER,IT*ENX*E18DP22T5HK5U000424*2,45.101245,7.548194
AVAILABLE,IT*ENX*E18DP22T5HK5U000439*1,44.793966,10.966586
AVAILABLE,IT*ENX*E18DP22T5HK5U000439*2,44.793966,10.966586
OUTOFORDER,IT*ENX*E18XM32T7CB3W000101*1,44.129024,11.200902
OUTOFORDER,IT*ENX*E18XM32T7CB3W000101*2,44.129024,11.200902
OUTOFORDER,IT*ENX*E18XM32T7CB3W000101*3,44.129024,11.200902
AVAILABLE,IT*ENX*E18XM32T7CB3W000102*1,41.047478,14.918596
AVAILABLE,IT*ENX*E18XM32T7CB3W000102*2,41.047478,14.918596
AVAILABLE,IT*ENX*E18XM32T7CB3W000102*3,41.047478,14.918596
AVAILABLE,IT*ENX*E18XM32T7CB3W000103*1,40.423371,15.55275
AVAILABLE,IT*ENX*E18XM32T7CB3W000103*2,40.423371,15.55275
AVAILABLE,IT*ENX*E18XM32T7CB3W000103*3,40.423371,15.55275
AVAILABLE,IT*ENX*E18XM32T7CB3W000104*1,46.694471,11.643855
AVAILABLE,IT*ENX*E18XM32T7CB3W000104*2,46.694471,11.643855
AVAILABLE,IT*ENX*E18XM32T7CB3W000104*3,46.694471,11.643855
OUTOFORDER,IT*ENX*E18XM32T7CB3W000106*1,44.671839,11.487595
OUTOFORDER,IT*ENX*E18XM32T7CB3W000106*2,44.671839,11.487595
OUTOFORDER,IT*ENX*E18XM32T7CB3W000106*3,44.671839,11.487595
AVAILABLE,IT*ENX*E18XM32T7CB3W000107*1,41.839541,12.464379
AVAILABLE,IT*ENX*E18XM32T7CB3W000107*2,41.839541,12.464379
AVAILABLE,IT*ENX*E18XM32T7CB3W000107*3,41.839541,12.464379
AVAILABLE,IT*ENX*E18XM32T7CB3W000108*1,39.559167,8.8925
AVAILABLE,IT*ENX*E18XM32T7CB3W000108*2,39.559167,8.8925
AVAILABLE,IT*ENX*E18XM32T7CB3W000108*3,39.559167,8.8925
AVAILABLE,IT*ENX*E18XM32T7CB3W000109*1,39.894322,8.58966
AVAILABLE,IT*ENX*E18XM32T7CB3W000109*2,39.894322,8.58966
AVAILABLE,IT*ENX*E18XM32T7CB3W000109*3,39.894322,8.58966
OUTOFORDER,IT*ENX*E18XM32T7CB3W000110*1,43.334472,12.907055
OUTOFORDER,IT*ENX*E18XM32T7CB3W000110*2,43.334472,12.907055
OUTOFORDER,IT*ENX*E18XM32T7CB3W000110*3,43.334472,12.907055
CHARGING,IT*ENX*E18XM32T7CB3W000111*1,41.793918,12.483333
OUTOFORDER,IT*ENX*E18XM32T7CB3W000111*2,41.793918,12.483333
AVAILABLE,IT*ENX*E18XM32T7CB3W000111*3,41.793918,12.483333
CHARGING,IT*ENX*E18XM32T7CB3W000113*1,43.33073,11.3276
OUTOFORDER,IT*ENX*E18XM32T7CB3W000113*2,43.33073,11.3276
CHARGING,IT*ENX*E18XM32T7CB3W000113*3,43.33073,11.3276
CHARGING,IT*ENX*E18XM32T7CB3W000114*1,43.630278,11.4625
OUTOFORDER,IT*ENX*E18XM32T7CB3W000114*2,43.630278,11.4625
AVAILABLE,IT*ENX*E18XM32T7CB3W000114*3,43.630278,11.4625
CHARGING,IT*ENX*E18XM32T7CB3W000115*1,39.842939,9.644829
OUTOFORDER,IT*ENX*E18XM32T7CB3W000115*2,39.842939,9.644829
AVAILABLE,IT*ENX*E18XM32T7CB3W000115*3,39.842939,9.644829
AVAILABLE,IT*ENX*E18XM32T7CB3W000116*1,41.820538,12.482101
AVAILABLE,IT*ENX*E18XM32T7CB3W000116*2,41.820538,12.482101
AVAILABLE,IT*ENX*E18XM32T7CB3W000116*3,41.820538,12.482101
AVAILABLE,IT*ENX*E18XM32T7CB3W000118*1,45.47803,9.2556
AVAILABLE,IT*ENX*E18XM32T7CB3W000118*2,45.47803,9.2556
CHARGING,IT*ENX*E18XM32T7CB3W000118*3,45.47803,9.2556
AVAILABLE,IT*ENX*E18XM32T7CB3W000122*1,43.674814,10.474988
AVAILABLE,IT*ENX*E18XM32T7CB3W000122*2,43.674814,10.474988
AVAILABLE,IT*ENX*E18XM32T7CB3W000122*3,43.674814,10.474988
CHARGING,IT*ENX*E18XM32T7CB3W000123*1,43.714263,10.923055
OUTOFORDER,IT*ENX*E18XM32T7CB3W000123*2,43.714263,10.923055
CHARGING,IT*ENX*E18XM32T7CB3W000123*3,43.714263,10.923055
AVAILABLE,IT*ENX*E18XM32T7CB3W000125*1,44.484528,11.038028
AVAILABLE,IT*ENX*E18XM32T7CB3W000125*2,44.484528,11.038028
AVAILABLE,IT*ENX*E18XM32T7CB3W000125*3,44.484528,11.038028
AVAILABLE,IT*ENX*E18XM32T7CB3W000129*1,41.874691,12.483678
AVAILABLE,IT*ENX*E18XM32T7CB3W000129*2,41.874691,12.483678
AVAILABLE,IT*ENX*E18XM32T7CB3W000129*3,41.874691,12.483678
CHARGING,IT*ENX*E18XM32T7CB3W000130*1,41.837795,12.592902
OUTOFORDER,IT*ENX*E18XM32T7CB3W000130*2,41.837795,12.592902
CHARGING,IT*ENX*E18XM32T7CB3W000130*3,41.837795,12.592902
AVAILABLE,IT*ENX*E18XM32T7CB3W000131*1,41.874782,12.483605
AVAILABLE,IT*ENX*E18XM32T7CB3W000131*2,41.874782,12.483605
AVAILABLE,IT*ENX*E18XM32T7CB3W000131*3,41.874782,12.483605
AVAILABLE,IT*ENX*E18XM32T7CB3W000132*1,44.422444,8.884177
AVAILABLE,IT*ENX*E18XM32T7CB3W000132*2,44.422444,8.884177
AVAILABLE,IT*ENX*E18XM32T7CB3W000132*3,44.422444,8.884177
AVAILABLE,IT*ENX*E18XM32T7CB3W000135*1,45.409158,9.150162
AVAILABLE,IT*ENX*E18XM32T7CB3W000135*2,45.409158,9.150162
AVAILABLE,IT*ENX*E18XM32T7CB3W000135*3,45.409158,9.150162
AVAILABLE,IT*ENX*E18XM32T7CB3W000137*1,43.875706,11.066167
AVAILABLE,IT*ENX*E18XM32T7CB3W000137*2,43.875706,11.066167
AVAILABLE,IT*ENX*E18XM32T7CB3W000137*3,43.875706,11.066167
CHARGING,IT*ENX*E18XM32T7CB3W000138*1,41.831617,12.475264
OUTOFORDER,IT*ENX*E18XM32T7CB3W000138*2,41.831617,12.475264
CHARGING,IT*ENX*E18XM32T7CB3W000138*3,41.831617,12.475264
CHARGING,IT*ENX*E18XM32T7CB3W000139*1,41.824791,12.56193
OUTOFORDER,IT*ENX*E18XM32T7CB3W000139*2,41.824791,12.56193
AVAILABLE,IT*ENX*E18XM32T7CB3W000139*3,41.824791,12.56193
AVAILABLE,IT*ENX*E18XM32T7CB3W000140*1,45.07947,6.7098
AVAILABLE,IT*ENX*E18XM32T7CB3W000140*2,45.07947,6.7098
AVAILABLE,IT*ENX*E18XM32T7CB3W000140*3,45.07947,6.7098
OUTOFORDER,IT*ENX*E18XM32T7CB3W000141*1,45.07944,6.70984
OUTOFORDER,IT*ENX*E18XM32T7CB3W000141*2,45.07944,6.70984
OUTOFORDER,IT*ENX*E18XM32T7CB3W000141*3,45.07944,6.70984
AVAILABLE,IT*ENX*E18XM32T7CB3W000142*1,45.698042,9.036356
AVAILABLE,IT*ENX*E18XM32T7CB3W000142*2,45.698042,9.036356
CHARGING,IT*ENX*E18XM32T7CB3W000142*3,45.698042,9.036356
AVAILABLE,IT*ENX*E18XM32T7CB3W000143*1,44.487861,11.250284
AVAILABLE,IT*ENX*E18XM32T7CB3W000143*2,44.487861,11.250284
AVAILABLE,IT*ENX*E18XM32T7CB3W000143*3,44.487861,11.250284
AVAILABLE,IT*ENX*E18XM32T7CB3W000144*1,44.573429,10.973695
AVAILABLE,IT*ENX*E18XM32T7CB3W000144*2,44.573429,10.973695
CHARGING,IT*ENX*E18XM32T7CB3W000144*3,44.573429,10.973695
AVAILABLE,IT*ENX*E18XM32T7CB3W000146*1,44.650168,10.855345
AVAILABLE,IT*ENX*E18XM32T7CB3W000146*2,44.650168,10.855345
AVAILABLE,IT*ENX*E18XM32T7CB3W000146*3,44.650168,10.855345
AVAILABLE,IT*ENX*E18XM32T7CB3W000148*1,44.487861,11.250283
AVAILABLE,IT*ENX*E18XM32T7CB3W000148*2,44.487861,11.250283
AVAILABLE,IT*ENX*E18XM32T7CB3W000148*3,44.487861,11.250283
OUTOFORDER,IT*ENX*E18XM32T7CB3W000149*1,41.727964,13.114071
OUTOFORDER,IT*ENX*E18XM32T7CB3W000149*2,41.727964,13.114071
AVAILABLE,IT*ENX*E18XM32T7CB3W000149*3,41.727964,13.114071
OUTOFORDER,IT*ENX*E18XM32T7CB3W000150*1,38.198434,15.551071
OUTOFORDER,IT*ENX*E18XM32T7CB3W000150*2,38.198434,15.551071
OUTOFORDER,IT*ENX*E18XM32T7CB3W000150*3,38.198434,15.551071
AVAILABLE,IT*ENX*E18XM32T7CB3W000154*1,41.727847,13.114049
AVAILABLE,IT*ENX*E18XM32T7CB3W000154*2,41.727847,13.114049
AVAILABLE,IT*ENX*E18XM32T7CB3W000154*3,41.727847,13.114049
AVAILABLE,IT*ENX*E18XM32T7CB3W000155*1,43.878213,8.006374
AVAILABLE,IT*ENX*E18XM32T7CB3W000155*2,43.878213,8.006374
AVAILABLE,IT*ENX*E18XM32T7CB3W000155*3,43.878213,8.006374
AVAILABLE,IT*ENX*E18XM32T7CB3W000157*1,44.078282,12.476348
AVAILABLE,IT*ENX*E18XM32T7CB3W000157*2,44.078282,12.476348
AVAILABLE,IT*ENX*E18XM32T7CB3W000157*3,44.078282,12.476348
OUTOFORDER,IT*ENX*E18XM32T7CB3W000158*1,45.419739,11.07567
OUTOFORDER,IT*ENX*E18XM32T7CB3W000158*2,45.419739,11.07567
CHARGING,IT*ENX*E18XM32T7CB3W000158*3,45.419739,11.07567
AVAILABLE,IT*ENX*E18XM32T7CB3W000159*1,44.392327,11.246801
AVAILABLE,IT*ENX*E18XM32T7CB3W000159*2,44.392327,11.246801
AVAILABLE,IT*ENX*E18XM32T7CB3W000159*3,44.392327,11.246801
RESERVED,IT*ENX*E18XM32T7CB3W000160*1,41.834867,12.594069
OUTOFORDER,IT*ENX*E18XM32T7CB3W000160*2,41.834867,12.594069
AVAILABLE,IT*ENX*E18XM32T7CB3W000160*3,41.834867,12.594069
AVAILABLE,IT*ENX*E18XM32T7CB3W000161*1,38.231307,15.567009
AVAILABLE,IT*ENX*E18XM32T7CB3W000161*2,38.231307,15.567009
AVAILABLE,IT*ENX*E18XM32T7CB3W000161*3,38.231307,15.567009
CHARGING,IT*ENX*E18XM32T7CB3W000162*1,37.448013,15.03483
OUTOFORDER,IT*ENX*E18XM32T7CB3W000162*2,37.448013,15.03483
AVAILABLE,IT*ENX*E18XM32T7CB3W000162*3,37.448013,15.03483
AVAILABLE,IT*ENX*E18XM32T7CB3W000163*1,37.566734,14.268
AVAILABLE,IT*ENX*E18XM32T7CB3W000163*2,37.566734,14.268
AVAILABLE,IT*ENX*E18XM32T7CB3W000163*3,37.566734,14.268
AVAILABLE,IT*ENX*E18XM32T7CB3W000164*1,37.566734,14.267966
AVAILABLE,IT*ENX*E18XM32T7CB3W000164*2,37.566734,14.267966
AVAILABLE,IT*ENX*E18XM32T7CB3W000164*3,37.566734,14.267966
AVAILABLE,IT*ENX*E18XM32T7CB3W000165*1,45.492508,12.144347
AVAILABLE,IT*ENX*E18XM32T7CB3W000165*2,45.492508,12.144347
AVAILABLE,IT*ENX*E18XM32T7CB3W000165*3,45.492508,12.144347
AVAILABLE,IT*ENX*E18XM32T7CB3W000167*1,45.529553,11.587385
AVAILABLE,IT*ENX*E18XM32T7CB3W000167*2,45.529553,11.587385
AVAILABLE,IT*ENX*E18XM32T7CB3W000167*3,45.529553,11.587385
AVAILABLE,IT*ENX*E18XM32T7CB3W000169*1,45.082469,7.501486
AVAILABLE,IT*ENX*E18XM32T7CB3W000169*2,45.082469,7.501486
AVAILABLE,IT*ENX*E18XM32T7CB3W000169*3,45.082469,7.501486
AVAILABLE,IT*ENX*E18XM32T7CB3W000170*1,45.786601,13.009005
AVAILABLE,IT*ENX*E18XM32T7CB3W000170*2,45.786601,13.009005
AVAILABLE,IT*ENX*E18XM32T7CB3W000170*3,45.786601,13.009005
AVAILABLE,IT*ENX*E18XM32T7CB4W000003*1,44.989458,7.477629
AVAILABLE,IT*ENX*E18XM32T7CB4W000003*2,44.989458,7.477629
AVAILABLE,IT*ENX*E18XM32T7CB4W000003*3,44.989458,7.477629
AVAILABLE,IT*ENX*E18XM32T7CB4W000004*1,45.07166,11.784335
AVAILABLE,IT*ENX*E18XM32T7CB4W000004*2,45.07166,11.784335
OUTOFORDER,IT*ENX*E18XM32T7CB4W000004*3,45.07166,11.784335
AVAILABLE,IT*ENX*E18XM32T7CB4W000005*1,43.823045,11.207147
AVAILABLE,IT*ENX*E18XM32T7CB4W000005*2,43.823045,11.207147
AVAILABLE,IT*ENX*E18XM32T7CB4W000005*3,43.823045,11.207147
AVAILABLE,IT*ENX*E18XM32T7CB4W000006*1,45.772914,8.885847
AVAILABLE,IT*ENX*E18XM32T7CB4W000006*2,45.772914,8.885847
AVAILABLE,IT*ENX*E18XM32T7CB4W000006*3,45.772914,8.885847
AVAILABLE,IT*ENX*E18XM32T7CB4W000007*1,45.837034,8.841564
AVAILABLE,IT*ENX*E18XM32T7CB4W000007*2,45.837034,8.841564
AVAILABLE,IT*ENX*E18XM32T7CB4W000007*3,45.837034,8.841564
OUTOFORDER,IT*ENX*E18XM32T7CB4W000008*1,43.474317,11.861046
OUTOFORDER,IT*ENX*E18XM32T7CB4W000008*2,43.474317,11.861046
AVAILABLE,IT*ENX*E18XM32T7CB4W000008*3,43.474317,11.861046
AVAILABLE,IT*ENX*E18XM32T7CB4W000009*1,43.908332,10.994669
AVAILABLE,IT*ENX*E18XM32T7CB4W000009*2,43.908332,10.994669
AVAILABLE,IT*ENX*E18XM32T7CB4W000009*3,43.908332,10.994669
OUTOFORDER,IT*ENX*E18XM32T7CB4W000010*1,45.181887,7.716838
AVAILABLE,IT*ENX*E18XM32T7CB4W000010*2,45.181887,7.716838
OUTOFORDER,IT*ENX*E18XM32T7CB4W000010*3,45.181887,7.716838
CHARGING,IT*ENX*E18XM32T7CB4W000011*1,43.7672,11.12
OUTOFORDER,IT*ENX*E18XM32T7CB4W000011*2,43.7672,11.12
AVAILABLE,IT*ENX*E18XM32T7CB4W000011*3,43.7672,11.12
AVAILABLE,IT*ENX*E18XM32T7CB4W000012*1,44.530506,10.861741
AVAILABLE,IT*ENX*E18XM32T7CB4W000012*2,44.530506,10.861741
AVAILABLE,IT*ENX*E18XM32T7CB4W000012*3,44.530506,10.861741
AVAILABLE,IT*ENX*E18XM32T8CB3W000003*1,41.848703,12.59761
AVAILABLE,IT*ENX*E18XM32T8CB3W000003*2,41.848703,12.59761
AVAILABLE,IT*ENX*E18XM32T8CB3W000003*3,41.848703,12.59761
AVAILABLE,IT*ENX*E18XM32T8CB3W000004*1,45.456272,8.444018
AVAILABLE,IT*ENX*E18XM32T8CB3W000004*2,45.456272,8.444018
AVAILABLE,IT*ENX*E18XM32T8CB3W000004*3,45.456272,8.444018
AVAILABLE,IT*ENX*E18XM32T77B3W000005*1,45.361789,9.216148
AVAILABLE,IT*ENX*E18XM32T77B3W000005*2,45.361789,9.216148
AVAILABLE,IT*ENX*E18XM32T77B3W000005*3,45.361789,9.216148
AVAILABLE,IT*ENX*E18XM32T77B3W000006*1,45.036061,9.672219
AVAILABLE,IT*ENX*E18XM32T77B3W000006*2,45.036061,9.672219
AVAILABLE,IT*ENX*E18XM32T77B3W000006*3,45.036061,9.672219
AVAILABLE,IT*ENX*E18XM32T77B3W000007*1,43.982031,11.215564
AVAILABLE,IT*ENX*E18XM32T77B3W000007*2,43.982031,11.215564
AVAILABLE,IT*ENX*E18XM32T77B3W000007*3,43.982031,11.215564
AVAILABLE,IT*ENX*E18XM32T77B3W000011*1,43.86608,10.259642
AVAILABLE,IT*ENX*E18XM32T77B3W000011*2,43.86608,10.259642
AVAILABLE,IT*ENX*E18XM32T77B3W000011*3,43.86608,10.259642
AVAILABLE,IT*ENX*E18XM32T77B3W000012*1,44.691312,10.839668
AVAILABLE,IT*ENX*E18XM32T77B3W000012*2,44.691312,10.839668
CHARGING,IT*ENX*E18XM32T77B3W000012*3,44.691312,10.839668
CHARGING,IT*ENX*E18XM32T77B3W000013*1,40.84975,14.280444
OUTOFORDER,IT*ENX*E18XM32T77B3W000013*2,40.84975,14.280444
CHARGING,IT*ENX*E18XM32T77B3W000013*3,40.84975,14.280444
AVAILABLE,IT*ENX*E18XM32T77B3W000014*1,40.849722,14.280444
AVAILABLE,IT*ENX*E18XM32T77B3W000014*2,40.849722,14.280444
OUTOFORDER,IT*ENX*E18XM32T77B3W000014*3,40.849722,14.280444
AVAILABLE,IT*ENX*E18XM32T77B3W000016*1,44.813195,10.338836
AVAILABLE,IT*ENX*E18XM32T77B3W000016*2,44.813195,10.338836
AVAILABLE,IT*ENX*E18XM32T77B3W000016*3,44.813195,10.338836
AVAILABLE,IT*ENX*E18XM32T77B3W000017*1,44.509098,11.371848
AVAILABLE,IT*ENX*E18XM32T77B3W000017*2,44.509098,11.371848
AVAILABLE,IT*ENX*E18XM32T77B3W000017*3,44.509098,11.371848
AVAILABLE,IT*ENX*E18XM32T77B3W000018*1,45.574965,10.121296
AVAILABLE,IT*ENX*E18XM32T77B3W000018*2,45.574965,10.121296
AVAILABLE,IT*ENX*E18XM32T77B3W000018*3,45.574965,10.121296
AVAILABLE,IT*ENX*E18XM32T77B3W000019*1,37.413513,15.046902
AVAILABLE,IT*ENX*E18XM32T77B3W000019*2,37.413513,15.046902
AVAILABLE,IT*ENX*E18XM32T77B3W000019*3,37.413513,15.046902
AVAILABLE,IT*ENX*E18XM32T77B3W000020*1,45.619611,9.531845
AVAILABLE,IT*ENX*E18XM32T77B3W000020*2,45.619611,9.531845
AVAILABLE,IT*ENX*E18XM32T77B3W000020*3,45.619611,9.531845
OUTOFORDER,IT*ENX*E18XM32T77B3W000022*1,42.371835,12.471871
CHARGING,IT*ENX*E18XM32T77B3W000022*2,42.371835,12.471871
AVAILABLE,IT*ENX*E18XM32T77B3W000022*3,42.371835,12.471871
AVAILABLE,IT*ENX*E18XM32T77B3W000023*1,41.762137,12.95896
AVAILABLE,IT*ENX*E18XM32T77B3W000023*2,41.762137,12.95896
AVAILABLE,IT*ENX*E18XM32T77B3W000023*3,41.762137,12.95896
CHARGING,IT*ENX*E18XM32T77B3W000024*1,41.798295,12.300849
OUTOFORDER,IT*ENX*E18XM32T77B3W000024*2,41.798295,12.300849
AVAILABLE,IT*ENX*E18XM32T77B3W000024*3,41.798295,12.300849
OUTOFORDER,IT*ENX*E18XM32T77B3W000025*1,43.54863,11.564857
OUTOFORDER,IT*ENX*E18XM32T77B3W000025*2,43.54863,11.564857
OUTOFORDER,IT*ENX*E18XM32T77B3W000025*3,43.54863,11.564857
AVAILABLE,IT*ENX*E18XM32T77B3W000027*1,45.108059,7.751998
AVAILABLE,IT*ENX*E18XM32T77B3W000027*2,45.108059,7.751998
AVAILABLE,IT*ENX*E18XM32T77B3W000027*3,45.108059,7.751998
AVAILABLE,IT*ENX*E18XM32T77B3W000028*1,44.498942,11.39098
AVAILABLE,IT*ENX*E18XM32T77B3W000028*2,44.498942,11.39098
AVAILABLE,IT*ENX*E18XM32T77B3W000028*3,44.498942,11.39098
OUTOFORDER,IT*ENX*E18XM32T77B3W000029*1,45.499994,12.243684
OUTOFORDER,IT*ENX*E18XM32T77B3W000029*2,45.499994,12.243684
AVAILABLE,IT*ENX*E18XM32T77B3W000029*3,45.499994,12.243684
AVAILABLE,IT*ENX*E18XM32T77B3W000034*1,44.519582,11.362666
AVAILABLE,IT*ENX*E18XM32T77B3W000034*2,44.519582,11.362666
AVAILABLE,IT*ENX*E18XM32T77B3W000034*3,44.519582,11.362666
AVAILABLE,IT*ENX*E18XM32T77B3W000035*1,45.085585,11.785528
AVAILABLE,IT*ENX*E18XM32T77B3W000035*2,45.085585,11.785528
AVAILABLE,IT*ENX*E18XM32T77B3W000035*3,45.085585,11.785528
AVAILABLE,IT*ENX*E18XM32T77B3W000036*1,44.519707,11.33208
AVAILABLE,IT*ENX*E18XM32T77B3W000036*2,44.519707,11.33208
AVAILABLE,IT*ENX*E18XM32T77B3W000036*3,44.519707,11.33208
CHARGING,IT*ENX*E18XM32T77B3W000037*1,45.499954,12.243645
OUTOFORDER,IT*ENX*E18XM32T77B3W000037*2,45.499954,12.243645
AVAILABLE,IT*ENX*E18XM32T77B3W000037*3,45.499954,12.243645
OUTOFORDER,IT*ENX*E18XM32T77B3W000038*1,44.521212,11.264044
OUTOFORDER,IT*ENX*E18XM32T77B3W000038*2,44.521212,11.264044
OUTOFORDER,IT*ENX*E18XM32T77B3W000038*3,44.521212,11.264044
AVAILABLE,IT*ENX*E18XM32T77B3W000039*1,44.143992,12.260061
AVAILABLE,IT*ENX*E18XM32T77B3W000039*2,44.143992,12.260061
AVAILABLE,IT*ENX*E18XM32T77B3W000039*3,44.143992,12.260061
AVAILABLE,IT*ENX*E18XM32T77B3W000040*1,44.298056,11.885
AVAILABLE,IT*ENX*E18XM32T77B3W000040*2,44.298056,11.885
CHARGING,IT*ENX*E18XM32T77B3W000040*3,44.298056,11.885
AVAILABLE,IT*ENX*E18XM32T77B3W000041*1,41.872807,12.584852
