_link,_link_main,standard,power_type,max_electric_power
21657.connectors.0,21657,IEC_62196_T2,AC_3_PHASE,22000
21658.connectors.0,21658,IEC_62196_T2,AC_3_PHASE,22000
21659.connectors.0,21659,IEC_62196_T2,AC_3_PHASE,22000
21660.connectors.0,21660,IEC_62196_T2,AC_3_PHASE,22000
21661.connectors.0,21661,IEC_62196_T2,AC_3_PHASE,22000
21662.connectors.0,21662,IEC_62196_T2,AC_3_PHASE,14479
21663.connectors.0,21663,IEC_62196_T2,AC_3_PHASE,14479
21664.connectors.0,21664,IEC_62196_T2,AC_3_PHASE,14479
21665.connectors.0,21665,IEC_62196_T2,AC_3_PHASE,14479
21666.connectors.0,21666,IEC_62196_T2,AC_3_PHASE,14479
21667.connectors.0,21667,IEC_62196_T2,AC_3_PHASE,14479
21668.connectors.0,21668,IEC_62196_T2,AC_3_PHASE,22000
21669.connectors.0,21669,IEC_62196_T2,AC_3_PHASE,22000
21670.connectors.0,21670,IEC_62196_T2,AC_3_PHASE,22000
21671.connectors.0,21671,IEC_62196_T2,AC_3_PHASE,22000
21672.connectors.0,21672,IEC_62196_T2,AC_3_PHASE,22000
21673.connectors.0,21673,IEC_62196_T2,AC_3_PHASE,22000
21674.connectors.0,21674,IEC_62196_T2,AC_3_PHASE,22000
21675.connectors.0,21675,IEC_62196_T2,AC_3_PHASE,22000
21676.connectors.0,21676,IEC_62196_T2,AC_3_PHASE,20403
21677.connectors.0,21677,IEC_62196_T2,AC_3_PHASE,20403
21678.connectors.0,21678,IEC_62196_T2,AC_3_PHASE,20403
21679.connectors.0,21679,IEC_62196_T2,AC_3_PHASE,20403
21680.connectors.0,21680,IEC_62196_T2,AC_3_PHASE,20403
21681.connectors.0,21681,IEC_62196_T2,AC_3_PHASE,20403
21682.connectors.0,21682,IEC_62196_T2,AC_3_PHASE,20403
21683.connectors.0,21683,IEC_62196_T2,AC_3_PHASE,20403
21684.connectors.0,21684,IEC_62196_T2,AC_3_PHASE,14479
21685.connectors.0,21685,IEC_62196_T2,AC_3_PHASE,14479
21686.connectors.0,21686,IEC_62196_T2,AC_3_PHASE,20403
21687.connectors.0,21687,IEC_62196_T2,AC_3_PHASE,20403
21688.connectors.0,21688,IEC_62196_T2,AC_3_PHASE,20403
21689.connectors.0,21689,IEC_62196_T2,AC_3_PHASE,20403
21690.connectors.0,21690,IEC_62196_T2,AC_3_PHASE,20362
21691.connectors.0,21691,IEC_62196_T2,AC_3_PHASE,20362
21692.connectors.0,21692,IEC_62196_T2,AC_3_PHASE,20362
21693.connectors.0,21693,IEC_62196_T2,AC_3_PHASE,20362
21694.connectors.0,21694,IEC_62196_T2,AC_3_PHASE,20362
21695.connectors.0,21695,IEC_62196_T2,AC_3_PHASE,20362
21696.connectors.0,21696,IEC_62196_T2,AC_3_PHASE,20362
21697.connectors.0,21697,IEC_62196_T2,AC_3_PHASE,20362
21698.connectors.0,21698,IEC_62196_T2,AC_3_PHASE,14479
21699.connectors.0,21699,IEC_62196_T2,AC_3_PHASE,14479
21700.connectors.0,21700,IEC_62196_T2,AC_3_PHASE,22000
21701.connectors.0,21701,IEC_62196_T2,AC_3_PHASE,22000
21702.connectors.0,21702,IEC_62196_T2,AC_3_PHASE,20403
21703.connectors.0,21703,IEC_62196_T2,AC_3_PHASE,20403
21704.connectors.0,21704,IEC_62196_T2,AC_3_PHASE,20000
21705.connectors.0,21705,IEC_62196_T2,AC_3_PHASE,20000
21706.connectors.0,21706,IEC_62196_T2,AC_3_PHASE,20362
21707.connectors.0,21707,IEC_62196_T2,AC_3_PHASE,20362
21708.connectors.0,21708,IEC_62196_T2,AC_3_PHASE,22000
21709.connectors.0,21709,IEC_62196_T2,AC_3_PHASE,22000
21710.connectors.0,21710,IEC_62196_T2,AC_3_PHASE,20403
21711.connectors.0,21711,IEC_62196_T2,AC_3_PHASE,20403
21712.connectors.0,21712,IEC_62196_T2,AC_3_PHASE,20403
21713.connectors.0,21713,IEC_62196_T2,AC_3_PHASE,20403
21714.connectors.0,21714,IEC_62196_T2,AC_3_PHASE,14479
21715.connectors.0,21715,IEC_62196_T2,AC_3_PHASE,13163
21716.connectors.0,21716,IEC_62196_T2,AC_3_PHASE,16454
21717.connectors.0,21717,IEC_62196_T2,AC_3_PHASE,16454
21718.connectors.0,21718,IEC_62196_T2,AC_3_PHASE,20362
21719.connectors.0,21719,IEC_62196_T2,AC_3_PHASE,20362
21720.connectors.0,21720,IEC_62196_T2,AC_3_PHASE,20403
21721.connectors.0,21721,IEC_62196_T2,AC_3_PHASE,20403
21722.connectors.0,21722,IEC_62196_T2,AC_3_PHASE,12000
21723.connectors.0,21723,IEC_62196_T2,AC_3_PHASE,12000
21724.connectors.0,21724,IEC_62196_T2,AC_3_PHASE,20403
21725.connectors.0,21725,IEC_62196_T2,AC_3_PHASE,20403
21726.connectors.0,21726,IEC_62196_T2,AC_3_PHASE,20403
21727.connectors.0,21727,IEC_62196_T2,AC_3_PHASE,20403
21728.connectors.0,21728,IEC_62196_T2,AC_3_PHASE,20362
21729.connectors.0,21729,IEC_62196_T2,AC_3_PHASE,20362
21730.connectors.0,21730,IEC_62196_T2,AC_3_PHASE,20362
21731.connectors.0,21731,IEC_62196_T2,AC_3_PHASE,20362
21732.connectors.0,21732,IEC_62196_T2,AC_3_PHASE,22000
21733.connectors.0,21733,IEC_62196_T2,AC_3_PHASE,22000
21734.connectors.0,21734,IEC_62196_T2,AC_3_PHASE,20403
21735.connectors.0,21735,IEC_62196_T2,AC_3_PHASE,20403
21736.connectors.0,21736,IEC_62196_T2,AC_3_PHASE,20403
21737.connectors.0,21737,IEC_62196_T2,AC_3_PHASE,20403
21738.connectors.0,21738,IEC_62196_T2,AC_3_PHASE,14479
21739.connectors.0,21739,IEC_62196_T2,AC_3_PHASE,14479
21740.connectors.0,21740,IEC_62196_T2,AC_3_PHASE,20403
21741.connectors.0,21741,IEC_62196_T2,AC_3_PHASE,20403
21742.connectors.0,21742,IEC_62196_T2,AC_3_PHASE,16454
21743.connectors.0,21743,IEC_62196_T2,AC_3_PHASE,16454
21744.connectors.0,21744,IEC_62196_T2,AC_3_PHASE,22000
21745.connectors.0,21745,IEC_62196_T2,AC_3_PHASE,22000
21746.connectors.0,21746,IEC_62196_T2,AC_3_PHASE,20403
21747.connectors.0,21747,IEC_62196_T2,AC_3_PHASE,20403
21748.connectors.0,21748,IEC_62196_T2,AC_3_PHASE,14479
21749.connectors.0,21749,IEC_62196_T2,AC_3_PHASE,14479
21750.connectors.0,21750,IEC_62196_T2,AC_3_PHASE,20403
21751.connectors.0,21751,IEC_62196_T2,AC_3_PHASE,20403
21752.connectors.0,21752,IEC_62196_T2,AC_3_PHASE,22000
21753.connectors.0,21753,IEC_62196_T2,AC_3_PHASE,22000
21754.connectors.0,21754,IEC_62196_T2,AC_3_PHASE,20403
21755.connectors.0,21755,IEC_62196_T2,AC_3_PHASE,20403
21756.connectors.0,21756,IEC_62196_T2,AC_3_PHASE,20362
21757.connectors.0,21757,IEC_62196_T2,AC_3_PHASE,20362
21758.connectors.0,21758,IEC_62196_T2,AC_3_PHASE,14479
21759.connectors.0,21759,IEC_62196_T2,AC_3_PHASE,14479
21760.connectors.0,21760,IEC_62196_T2,AC_3_PHASE,20403
21761.connectors.0,21761,IEC_62196_T2,AC_3_PHASE,20403
21762.connectors.0,21762,IEC_62196_T2,AC_3_PHASE,20403
21763.connectors.0,21763,IEC_62196_T2,AC_3_PHASE,20403
21764.connectors.0,21764,IEC_62196_T2,AC_3_PHASE,11847
21765.connectors.0,21765,IEC_62196_T2,AC_3_PHASE,11847
21766.connectors.0,21766,IEC_62196_T2,AC_3_PHASE,20403
21767.connectors.0,21767,IEC_62196_T2,AC_3_PHASE,20403
21768.connectors.0,21768,IEC_62196_T2,AC_3_PHASE,20403
21769.connectors.0,21769,IEC_62196_T2,AC_3_PHASE,20403
21770.connectors.0,21770,IEC_62196_T2,AC_3_PHASE,20362
21771.connectors.0,21771,IEC_62196_T2,AC_3_PHASE,20362
21772.connectors.0,21772,IEC_62196_T2,AC_3_PHASE,15000
21773.connectors.0,21773,IEC_62196_T2,AC_3_PHASE,15000
21774.connectors.0,21774,IEC_62196_T2,AC_3_PHASE,22000
21775.connectors.0,21775,IEC_62196_T2,AC_3_PHASE,22000
21776.connectors.0,21776,IEC_62196_T2,AC_3_PHASE,20362
21777.connectors.0,21777,IEC_62196_T2,AC_3_PHASE,20362
21778.connectors.0,21778,IEC_62196_T2,AC_3_PHASE,22000
21779.connectors.0,21779,IEC_62196_T2,AC_3_PHASE,22000
21780.connectors.0,21780,IEC_62196_T2,AC_3_PHASE,12480
21781.connectors.0,21781,IEC_62196_T2,AC_3_PHASE,12480
21782.connectors.0,21782,IEC_62196_T2,AC_3_PHASE,20403
21783.connectors.0,21783,IEC_62196_T2,AC_3_PHASE,20403
21784.connectors.0,21784,IEC_62196_T2,AC_3_PHASE,22000
21785.connectors.0,21785,IEC_62196_T2,AC_3_PHASE,22000
21786.connectors.0,21786,IEC_62196_T2,AC_3_PHASE,14479
21787.connectors.0,21787,IEC_62196_T2,AC_3_PHASE,14479
21788.connectors.0,21788,IEC_62196_T2,AC_3_PHASE,22000
21789.connectors.0,21789,IEC_62196_T2,AC_3_PHASE,22000
21790.connectors.0,21790,IEC_62196_T2,AC_3_PHASE,13163
21791.connectors.0,21791,IEC_62196_T2,AC_3_PHASE,13163
21792.connectors.0,21792,IEC_62196_T2,AC_3_PHASE,20403
21793.connectors.0,21793,IEC_62196_T2,AC_3_PHASE,20403
21794.connectors.0,21794,IEC_62196_T2,AC_3_PHASE,22000
21795.connectors.0,21795,IEC_62196_T2,AC_3_PHASE,22000
21796.connectors.0,21796,IEC_62196_T2,AC_1_PHASE,22000
21797.connectors.0,21797,IEC_62196_T2,AC_1_PHASE,22000
21798.connectors.0,21798,IEC_62196_T2,AC_3_PHASE,20362
21799.connectors.0,21799,IEC_62196_T2,AC_3_PHASE,20362
21800.connectors.0,21800,IEC_62196_T2,AC_3_PHASE,22000
21801.connectors.0,21801,IEC_62196_T2,AC_3_PHASE,22000
21802.connectors.0,21802,IEC_62196_T2,AC_3_PHASE,20362
21803.connectors.0,21803,IEC_62196_T2,AC_3_PHASE,20362
21804.connectors.0,21804,IEC_62196_T2,AC_3_PHASE,20403
21805.connectors.0,21805,IEC_62196_T2,AC_3_PHASE,20403
21806.connectors.0,21806,IEC_62196_T2,AC_3_PHASE,13163
21807.connectors.0,21807,IEC_62196_T2,AC_3_PHASE,13163
21808.connectors.0,21808,IEC_62196_T2,AC_3_PHASE,22000
21809.connectors.0,21809,IEC_62196_T2,AC_3_PHASE,22000
21810.connectors.0,21810,IEC_62196_T2,AC_3_PHASE,11000
21811.connectors.0,21811,IEC_62196_T2,AC_3_PHASE,11000
21812.connectors.0,21812,IEC_62196_T2,AC_3_PHASE,20362
21813.connectors.0,21813,IEC_62196_T2,AC_3_PHASE,20362
21814.connectors.0,21814,IEC_62196_T2,AC_3_PHASE,11823
21815.connectors.0,21815,IEC_62196_T2,AC_3_PHASE,11823
21816.connectors.0,21816,IEC_62196_T2,AC_3_PHASE,20403
21817.connectors.0,21817,IEC_62196_T2,AC_3_PHASE,20403
21818.connectors.0,21818,IEC_62196_T2,AC_3_PHASE,14479
21819.connectors.0,21819,IEC_62196_T2,AC_3_PHASE,14479
21820.connectors.0,21820,IEC_62196_T2,AC_3_PHASE,20403
21821.connectors.0,21821,IEC_62196_T2,AC_3_PHASE,20403
21822.connectors.0,21822,IEC_62196_T2,AC_3_PHASE,20362
21823.connectors.0,21823,IEC_62196_T2,AC_3_PHASE,20362
21824.connectors.0,21824,IEC_62196_T2,AC_3_PHASE,22000
21825.connectors.0,21825,IEC_62196_T2,AC_3_PHASE,22000
21826.connectors.0,21826,IEC_62196_T2,AC_3_PHASE,22000
21827.connectors.0,21827,IEC_62196_T2,AC_3_PHASE,22000
21828.connectors.0,21828,IEC_62196_T2,AC_3_PHASE,20403
21829.connectors.0,21829,IEC_62196_T2,AC_3_PHASE,20403
21830.connectors.0,21830,IEC_62196_T2,AC_3_PHASE,20362
21831.connectors.0,21831,IEC_62196_T2,AC_3_PHASE,20362
21832.connectors.0,21832,IEC_62196_T2,AC_3_PHASE,14479
21833.connectors.0,21833,IEC_62196_T2,AC_3_PHASE,14479
21834.connectors.0,21834,IEC_62196_T2,AC_3_PHASE,20403
21835.connectors.0,21835,IEC_62196_T2,AC_3_PHASE,20403
21836.connectors.0,21836,IEC_62196_T2,AC_3_PHASE,14479
21837.connectors.0,21837,IEC_62196_T2,AC_3_PHASE,14479
21838.connectors.0,21838,IEC_62196_T2,AC_3_PHASE,20403
21839.connectors.0,21839,IEC_62196_T2,AC_3_PHASE,20403
21840.connectors.0,21840,IEC_62196_T2,AC_3_PHASE,22000
21841.connectors.0,21841,IEC_62196_T2,AC_3_PHASE,22000
21842.connectors.0,21842,IEC_62196_T2,AC_3_PHASE,22000
21843.connectors.0,21843,IEC_62196_T2,AC_3_PHASE,22000
21844.connectors.0,21844,IEC_62196_T2,AC_3_PHASE,20362
21845.connectors.0,21845,IEC_62196_T2,AC_3_PHASE,20362
21846.connectors.0,21846,IEC_62196_T2,AC_3_PHASE,15000
21847.connectors.0,21847,IEC_62196_T2,AC_3_PHASE,15000
21848.connectors.0,21848,IEC_62196_T2,AC_3_PHASE,22000
21849.connectors.0,21849,IEC_62196_T2,AC_3_PHASE,22000
21850.connectors.0,21850,IEC_62196_T2,AC_3_PHASE,20403
21851.connectors.0,21851,IEC_62196_T2,AC_3_PHASE,20403
21852.connectors.0,21852,IEC_62196_T2,AC_3_PHASE,22000
21853.connectors.0,21853,IEC_62196_T2,AC_3_PHASE,22000
21854.connectors.0,21854,IEC_62196_T2,AC_3_PHASE,15000
21855.connectors.0,21855,IEC_62196_T2,AC_3_PHASE,15000
21856.connectors.0,21856,IEC_62196_T2,AC_3_PHASE,22000
21857.connectors.0,21857,IEC_62196_T2,AC_3_PHASE,22000
21858.connectors.0,21858,IEC_62196_T2,AC_3_PHASE,20403
21859.connectors.0,21859,IEC_62196_T2,AC_3_PHASE,20403
21860.connectors.0,21860,IEC_62196_T2,AC_3_PHASE,22000
21861.connectors.0,21861,IEC_62196_T2,AC_3_PHASE,22000
21862.connectors.0,21862,IEC_62196_T2,AC_3_PHASE,20362
21863.connectors.0,21863,IEC_62196_T2,AC_3_PHASE,20362
21864.connectors.0,21864,IEC_62196_T2,AC_3_PHASE,20362
21865.connectors.0,21865,IEC_62196_T2,AC_3_PHASE,20362
21866.connectors.0,21866,IEC_62196_T2,AC_3_PHASE,20403
21867.connectors.0,21867,IEC_62196_T2,AC_3_PHASE,20403
21868.connectors.0,21868,IEC_62196_T2,AC_3_PHASE,20403
21869.connectors.0,21869,IEC_62196_T2,AC_3_PHASE,20403
21870.connectors.0,21870,IEC_62196_T2,AC_3_PHASE,11166
21871.connectors.0,21871,IEC_62196_T2,AC_3_PHASE,11166
21872.connectors.0,21872,IEC_62196_T2,AC_3_PHASE,20403
21873.connectors.0,21873,IEC_62196_T2,AC_3_PHASE,20403
21874.connectors.0,21874,IEC_62196_T2,AC_3_PHASE,20362
21875.connectors.0,21875,IEC_62196_T2,AC_3_PHASE,20362
21876.connectors.0,21876,IEC_62196_T2,AC_3_PHASE,22000
21877.connectors.0,21877,IEC_62196_T2,AC_3_PHASE,22000
21878.connectors.0,21878,IEC_62196_T2,AC_3_PHASE,20403
21879.connectors.0,21879,IEC_62196_T2,AC_3_PHASE,20403
21880.connectors.0,21880,IEC_62196_T2,AC_3_PHASE,15000
21881.connectors.0,21881,IEC_62196_T2,AC_3_PHASE,15000
21882.connectors.0,21882,IEC_62196_T2,AC_3_PHASE,20403
21883.connectors.0,21883,IEC_62196_T2,AC_3_PHASE,20403
21884.connectors.0,21884,IEC_62196_T2,AC_3_PHASE,20403
21885.connectors.0,21885,IEC_62196_T2,AC_3_PHASE,20403
21886.connectors.0,21886,IEC_62196_T2,AC_3_PHASE,20403
21887.connectors.0,21887,IEC_62196_T2,AC_3_PHASE,20403
21888.connectors.0,21888,IEC_62196_T2,AC_3_PHASE,20362
21889.connectors.0,21889,IEC_62196_T2,AC_3_PHASE,20362
21890.connectors.0,21890,IEC_62196_T2,AC_3_PHASE,11823
21891.connectors.0,21891,IEC_62196_T2,AC_3_PHASE,11823
21892.connectors.0,21892,IEC_62196_T2,AC_3_PHASE,20403
21893.connectors.0,21893,IEC_62196_T2,AC_3_PHASE,20403
21894.connectors.0,21894,IEC_62196_T2,AC_3_PHASE,22000
21895.connectors.0,21895,IEC_62196_T2,AC_3_PHASE,22000
21896.connectors.0,21896,IEC_62196_T2,AC_3_PHASE,20362
21897.connectors.0,21897,IEC_62196_T2,AC_3_PHASE,20362
21898.connectors.0,21898,IEC_62196_T2,AC_3_PHASE,11823
21899.connectors.0,21899,IEC_62196_T2,AC_3_PHASE,11823
21900.connectors.0,21900,IEC_62196_T2,AC_3_PHASE,22000
21901.connectors.0,21901,IEC_62196_T2,AC_3_PHASE,22000
21902.connectors.0,21902,IEC_62196_T2,AC_3_PHASE,20403
21903.connectors.0,21903,IEC_62196_T2,AC_3_PHASE,20403
21904.connectors.0,21904,IEC_62196_T2,AC_3_PHASE,20403
21905.connectors.0,21905,IEC_62196_T2,AC_3_PHASE,20403
21906.connectors.0,21906,IEC_62196_T2,AC_3_PHASE,20403
21907.connectors.0,21907,IEC_62196_T2,AC_3_PHASE,20403
21908.connectors.0,21908,IEC_62196_T2,AC_3_PHASE,22000
21909.connectors.0,21909,IEC_62196_T2,AC_3_PHASE,22000
21910.connectors.0,21910,IEC_62196_T2,AC_3_PHASE,20362
21911.connectors.0,21911,IEC_62196_T2,AC_3_PHASE,20362
21912.connectors.0,21912,IEC_62196_T2,AC_3_PHASE,22000
21913.connectors.0,21913,IEC_62196_T2,AC_3_PHASE,22000
21914.connectors.0,21914,IEC_62196_T2,AC_3_PHASE,15000
21915.connectors.0,21915,IEC_62196_T2,AC_3_PHASE,15000
21916.connectors.0,21916,IEC_62196_T2,AC_3_PHASE,11847
21917.connectors.0,21917,IEC_62196_T2,AC_3_PHASE,11847
21918.connectors.0,21918,IEC_62196_T2,AC_3_PHASE,20403
21919.connectors.0,21919,IEC_62196_T2,AC_3_PHASE,20403
21920.connectors.0,21920,IEC_62196_T2,AC_3_PHASE,20362
21921.connectors.0,21921,IEC_62196_T2,AC_3_PHASE,20362
21922.connectors.0,21922,IEC_62196_T2,AC_3_PHASE,11847
21923.connectors.0,21923,IEC_62196_T2,AC_3_PHASE,11847
21924.connectors.0,21924,IEC_62196_T2,AC_3_PHASE,11823
21925.connectors.0,21925,IEC_62196_T2,AC_3_PHASE,11823
21926.connectors.0,21926,IEC_62196_T2,AC_3_PHASE,22000
21927.connectors.0,21927,IEC_62196_T2,AC_3_PHASE,22000
21928.connectors.0,21928,IEC_62196_T2,AC_3_PHASE,11847
21929.connectors.0,21929,IEC_62196_T2,AC_3_PHASE,11847
21930.connectors.0,21930,IEC_62196_T2,AC_3_PHASE,20362
21931.connectors.0,21931,IEC_62196_T2,AC_3_PHASE,20362
21932.connectors.0,21932,IEC_62196_T2,AC_3_PHASE,22000
21933.connectors.0,21933,IEC_62196_T2,AC_3_PHASE,22000
21934.connectors.0,21934,IEC_62196_T2,AC_3_PHASE,11166
21935.connectors.0,21935,IEC_62196_T2,AC_3_PHASE,11166
21936.connectors.0,21936,IEC_62196_T2,AC_3_PHASE,20403
21937.connectors.0,21937,IEC_62196_T2,AC_3_PHASE,20403
21938.connectors.0,21938,IEC_62196_T2,AC_3_PHASE,20000
21939.connectors.0,21939,IEC_62196_T2,AC_3_PHASE,20000
21940.connectors.0,21940,IEC_62196_T2,AC_3_PHASE,20403
21941.connectors.0,21941,IEC_62196_T2,AC_3_PHASE,20403
21942.connectors.0,21942,IEC_62196_T2,AC_3_PHASE,22000
21943.connectors.0,21943,IEC_62196_T2,AC_3_PHASE,22000
21944.connectors.0,21944,IEC_62196_T2,AC_3_PHASE,11847
21945.connectors.0,21945,IEC_62196_T2,AC_3_PHASE,11847
21946.connectors.0,21946,IEC_62196_T2,AC_3_PHASE,20362
21947.connectors.0,21947,IEC_62196_T2,AC_3_PHASE,20362
21948.connectors.0,21948,IEC_62196_T2,AC_3_PHASE,22000
21949.connectors.0,21949,IEC_62196_T2,AC_3_PHASE,22000
21950.connectors.0,21950,IEC_62196_T2,AC_3_PHASE,20362
21951.connectors.0,21951,IEC_62196_T2,AC_3_PHASE,20362
21952.connectors.0,21952,IEC_62196_T2,AC_3_PHASE,22000
21953.connectors.0,21953,IEC_62196_T2,AC_3_PHASE,22000
21954.connectors.0,21954,IEC_62196_T2,AC_3_PHASE,15000
21955.connectors.0,21955,IEC_62196_T2,AC_3_PHASE,15000
21956.connectors.0,21956,IEC_62196_T2,AC_3_PHASE,20403
21957.connectors.0,21957,IEC_62196_T2,AC_3_PHASE,20403
21958.connectors.0,21958,IEC_62196_T2,AC_3_PHASE,22000
21959.connectors.0,21959,IEC_62196_T2,AC_3_PHASE,22000
21960.connectors.0,21960,IEC_62196_T2,AC_3_PHASE,11189
21961.connectors.0,21961,IEC_62196_T2,AC_3_PHASE,11189
21962.connectors.0,21962,IEC_62196_T2,AC_3_PHASE,20403
21963.connectors.0,21963,IEC_62196_T2,AC_3_PHASE,20403
21964.connectors.0,21964,IEC_62196_T2,AC_3_PHASE,20403
21965.connectors.0,21965,IEC_62196_T2,AC_3_PHASE,20403
21966.connectors.0,21966,IEC_62196_T2,AC_3_PHASE,20403
21967.connectors.0,21967,IEC_62196_T2,AC_3_PHASE,20403
21968.connectors.0,21968,IEC_62196_T2,AC_3_PHASE,20403
21969.connectors.0,21969,IEC_62196_T2,AC_3_PHASE,20403
21970.connectors.0,21970,IEC_62196_T2,AC_3_PHASE,22000
21971.connectors.0,21971,IEC_62196_T2,AC_3_PHASE,22000
21972.connectors.0,21972,IEC_62196_T2,AC_3_PHASE,20362
21973.connectors.0,21973,IEC_62196_T2,AC_3_PHASE,20362
21974.connectors.0,21974,IEC_62196_T2,AC_3_PHASE,20403
21975.connectors.0,21975,IEC_62196_T2,AC_3_PHASE,20403
21976.connectors.0,21976,IEC_62196_T2,AC_3_PHASE,20403
21977.connectors.0,21977,IEC_62196_T2,AC_3_PHASE,20403
21978.connectors.0,21978,IEC_62196_T2,AC_3_PHASE,20403
21979.connectors.0,21979,IEC_62196_T2,AC_3_PHASE,20403
21980.connectors.0,21980,IEC_62196_T2,AC_3_PHASE,22000
21981.connectors.0,21981,IEC_62196_T2,AC_3_PHASE,22000
21982.connectors.0,21982,IEC_62196_T2,AC_3_PHASE,12500
21983.connectors.0,21983,IEC_62196_T2,AC_3_PHASE,12500
21984.connectors.0,21984,IEC_62196_T2,AC_3_PHASE,20403
21985.connectors.0,21985,IEC_62196_T2,AC_3_PHASE,20403
21986.connectors.0,21986,IEC_62196_T2,AC_3_PHASE,20403
21987.connectors.0,21987,IEC_62196_T2,AC_3_PHASE,20403
21988.connectors.0,21988,IEC_62196_T2,AC_3_PHASE,20403
21989.connectors.0,21989,IEC_62196_T2,AC_3_PHASE,20403
21990.connectors.0,21990,IEC_62196_T2,AC_3_PHASE,20403
21991.connectors.0,21991,IEC_62196_T2,AC_3_PHASE,20403
21992.connectors.0,21992,IEC_62196_T2,AC_3_PHASE,20403
21993.connectors.0,21993,IEC_62196_T2,AC_3_PHASE,20403
21994.connectors.0,21994,IEC_62196_T2,AC_3_PHASE,20403
21995.connectors.0,21995,IEC_62196_T2,AC_3_PHASE,20403
21996.connectors.0,21996,IEC_62196_T2,AC_3_PHASE,20403
21997.connectors.0,21997,IEC_62196_T2,AC_3_PHASE,20403
21998.connectors.0,21998,IEC_62196_T2,AC_3_PHASE,20403
21999.connectors.0,21999,IEC_62196_T2,AC_3_PHASE,20403
22000.connectors.0,22000,IEC_62196_T2,AC_3_PHASE,20403
22001.connectors.0,22001,IEC_62196_T2,AC_3_PHASE,20403
22002.connectors.0,22002,IEC_62196_T2,AC_3_PHASE,20403
22003.connectors.0,22003,IEC_62196_T2,AC_3_PHASE,20403
22004.connectors.0,22004,IEC_62196_T2,AC_3_PHASE,20403
22005.connectors.0,22005,IEC_62196_T2,AC_3_PHASE,20403
22006.connectors.0,22006,IEC_62196_T2,AC_3_PHASE,20403
22007.connectors.0,22007,IEC_62196_T2,AC_3_PHASE,20403
22008.connectors.0,22008,IEC_62196_T2,AC_3_PHASE,20403
22009.connectors.0,22009,IEC_62196_T2,AC_3_PHASE,20403
22010.connectors.0,22010,IEC_62196_T2,AC_3_PHASE,20362
22011.connectors.0,22011,IEC_62196_T2,AC_3_PHASE,20362
22012.connectors.0,22012,IEC_62196_T2,AC_3_PHASE,20403
22013.connectors.0,22013,IEC_62196_T2,AC_3_PHASE,20403
22014.connectors.0,22014,IEC_62196_T2,AC_3_PHASE,20403
22015.connectors.0,22015,IEC_62196_T2,AC_3_PHASE,20403
22016.connectors.0,22016,IEC_62196_T2,AC_3_PHASE,20403
22017.connectors.0,22017,IEC_62196_T2,AC_3_PHASE,20403
22018.connectors.0,22018,IEC_62196_T2,AC_3_PHASE,20403
22019.connectors.0,22019,IEC_62196_T2,AC_3_PHASE,20403
22020.connectors.0,22020,IEC_62196_T2,AC_3_PHASE,20403
22021.connectors.0,22021,IEC_62196_T2,AC_3_PHASE,20403
22022.connectors.0,22022,IEC_62196_T2,AC_3_PHASE,15000
22023.connectors.0,22023,IEC_62196_T2,AC_3_PHASE,15000
22024.connectors.0,22024,IEC_62196_T2,AC_3_PHASE,20403
22025.connectors.0,22025,IEC_62196_T2,AC_3_PHASE,20403
22026.connectors.0,22026,IEC_62196_T2,AC_3_PHASE,20403
22027.connectors.0,22027,IEC_62196_T2,AC_3_PHASE,20403
22028.connectors.0,22028,IEC_62196_T2,AC_3_PHASE,15000
22029.connectors.0,22029,IEC_62196_T2,AC_3_PHASE,15000
22030.connectors.0,22030,IEC_62196_T2,AC_3_PHASE,22000
22031.connectors.0,22031,IEC_62196_T2,AC_3_PHASE,22000
22032.connectors.0,22032,IEC_62196_T2,AC_3_PHASE,12000
22033.connectors.0,22033,IEC_62196_T2,AC_3_PHASE,12000
22034.connectors.0,22034,IEC_62196_T2,AC_3_PHASE,22000
22035.connectors.0,22035,IEC_62196_T2,AC_3_PHASE,22000
22036.connectors.0,22036,IEC_62196_T2,AC_3_PHASE,20403
22037.connectors.0,22037,IEC_62196_T2,AC_3_PHASE,20403
22038.connectors.0,22038,IEC_62196_T2,AC_3_PHASE,20403
22039.connectors.0,22039,IEC_62196_T2,AC_3_PHASE,20403
22040.connectors.0,22040,IEC_62196_T2,AC_3_PHASE,20403
22041.connectors.0,22041,IEC_62196_T2,AC_3_PHASE,20403
22042.connectors.0,22042,IEC_62196_T2,AC_3_PHASE,20362
22043.connectors.0,22043,IEC_62196_T2,AC_3_PHASE,20362
22044.connectors.0,22044,IEC_62196_T2,AC_3_PHASE,20403
22045.connectors.0,22045,IEC_62196_T2,AC_3_PHASE,20403
22046.connectors.0,22046,IEC_62196_T2,AC_3_PHASE,20403
22047.connectors.0,22047,IEC_62196_T2,AC_3_PHASE,20403
22048.connectors.0,22048,IEC_62196_T2,AC_3_PHASE,15000
22049.connectors.0,22049,IEC_62196_T2,AC_3_PHASE,15000
22050.connectors.0,22050,IEC_62196_T2,AC_3_PHASE,20403
22051.connectors.0,22051,IEC_62196_T2,AC_3_PHASE,20403
22052.connectors.0,22052,IEC_62196_T2,AC_3_PHASE,20362
22053.connectors.0,22053,IEC_62196_T2,AC_3_PHASE,20362
22054.connectors.0,22054,IEC_62196_T2,AC_3_PHASE,20403
22055.connectors.0,22055,IEC_62196_T2,AC_3_PHASE,20403
